method,domain,n_runs,coverage_mean,coverage_std,mean_set_size_mean,mean_set_size_std,top1_accuracy_mean,top1_accuracy_std,fail_to_abstain_rate_mean,fail_to_abstain_rate_std
aps_conformal,pusht_shift_blur_noise,9,0.9046781719587371,0.027773444155873468,21.68715598812092,0.49005637675364483,0.130808381067356,0.016576652258812666,0.0,0.0
aps_conformal,pusht_shift_camera_crop,9,0.9652308296388747,0.007451991845787579,19.39417767456992,0.48838292751977763,0.18961260723194276,0.022887084270696887,0.0,0.0
aps_conformal,pusht_shift_lighting,9,0.8800346016855052,0.017279361204574063,21.56562270909314,0.4544834409888661,0.1188924513335222,0.026950242055767508,0.0,0.0
aps_conformal,pusht_shift_occlusion,9,0.9078730465055673,0.02637995797388528,19.427415704636786,0.5973502821177235,0.13988114243336483,0.012324359702849197,0.0,0.0
coras,pusht_shift_blur_noise,9,0.9049252684367952,0.027845675520002968,14.011068717059537,0.7270033432222968,0.2308658456473492,0.027777284539599018,0.00020233634470965555,0.0004015501217060278
coras,pusht_shift_camera_crop,9,0.9344769467511662,0.01887341142258145,11.039365208944862,0.49749320289794974,0.3010345863290481,0.03938000880406995,0.0,0.0
coras,pusht_shift_lighting,9,0.9135337976551645,0.026165680999768886,14.617511118948174,0.5046345140647235,0.24679526644285227,0.03316112375186635,0.0,0.0
coras,pusht_shift_occlusion,9,0.8674677835547562,0.03377539221029352,14.725421192397294,0.7180989119374072,0.17899053423574318,0.023954875268473827,0.0,0.0
coras_aps,pusht_shift_blur_noise,9,0.9099299184610646,0.023970777884923765,14.363918205635322,0.8540040522802048,0.2308658456473492,0.027777284539599018,0.0003020770189566111,0.0006378242656808414
coras_aps,pusht_shift_camera_crop,9,0.9228684529002076,0.021224428559375272,10.900238237547,0.6175932277049662,0.3010345863290481,0.03938000880406995,0.0006376217592605889,0.0008016401134370306
coras_aps,pusht_shift_lighting,9,0.9127759430912133,0.02058168151590751,14.888132485825448,0.5475079278653651,0.24679526644285227,0.03316112375186635,0.0,0.0
coras_aps,pusht_shift_occlusion,9,0.8694922937524234,0.02653224062195854,15.07979674875261,0.7845770682997081,0.17899053423574318,0.023954875268473827,0.0,0.0
mondrian_domain,pusht_shift_blur_noise,9,0.8718130039036063,0.029157611096651333,11.960009817049407,1.9286736139825762,0.2308658456473492,0.027777284539599018,0.00020233634470965555,0.0004015501217060278
mondrian_domain,pusht_shift_camera_crop,9,0.9061348480266328,0.017035366769873855,9.44542238292041,0.894732110744152,0.3010345863290481,0.03938000880406995,0.0,0.0
mondrian_domain,pusht_shift_lighting,9,0.9112672211099841,0.01876521746147801,14.597089834832104,2.383101852812111,0.24679526644285227,0.03316112375186635,0.0,0.0
mondrian_domain,pusht_shift_occlusion,9,0.9169868644753615,0.022512137735678703,17.03794296563919,1.4401100620544427,0.17899053423574318,0.023954875268473827,0.0,0.0
prompt_only_top1,pusht_shift_blur_noise,9,0.2308658456473492,0.027777284539599018,1.0,0.0,0.2308658456473492,0.027777284539599018,0.7691341543526508,0.027777284539598993
prompt_only_top1,pusht_shift_camera_crop,9,0.3010345863290481,0.03938000880406995,1.0,0.0,0.3010345863290481,0.03938000880406995,0.6989654136709519,0.03938000880406994
prompt_only_top1,pusht_shift_lighting,9,0.24679526644285227,0.03316112375186635,1.0,0.0,0.24679526644285227,0.03316112375186635,0.7532047335571476,0.03316112375186633
prompt_only_top1,pusht_shift_occlusion,9,0.17899053423574318,0.023954875268473827,1.0,0.0,0.17899053423574318,0.023954875268473827,0.8210094657642568,0.023954875268473844
temperature_conformal,pusht_shift_blur_noise,9,0.8990935699827028,0.027641099536754133,21.59201146474065,0.3425222641430877,0.130808381067356,0.016576652258812666,0.0,0.0
temperature_conformal,pusht_shift_camera_crop,9,0.9682597841521733,0.005200308525616322,19.869678273301457,0.43253173587484395,0.18961260723194276,0.022887084270696887,0.0,0.0
temperature_conformal,pusht_shift_lighting,9,0.877471422969609,0.018548796766312138,21.51413557056853,0.5068055187740863,0.1188924513335222,0.026950242055767508,0.0,0.0
temperature_conformal,pusht_shift_occlusion,9,0.9135374595716583,0.025597102997684973,19.832866672418618,0.5264413175835633,0.13988114243336483,0.012324359702849197,0.0,0.0
top1_singleton,pusht_shift_blur_noise,9,0.130808381067356,0.016576652258812666,1.0,0.0,0.130808381067356,0.016576652258812666,0.869191618932644,0.01657665225881267
top1_singleton,pusht_shift_camera_crop,9,0.18961260723194276,0.022887084270696887,1.0,0.0,0.18961260723194276,0.022887084270696887,0.8103873927680572,0.022887084270696856
top1_singleton,pusht_shift_lighting,9,0.1188924513335222,0.026950242055767508,1.0,0.0,0.1188924513335222,0.026950242055767508,0.8811075486664777,0.02695024205576748
top1_singleton,pusht_shift_occlusion,9,0.13988114243336483,0.012324359702849197,1.0,0.0,0.13988114243336483,0.012324359702849197,0.860118857566635,0.012324359702849197
topk_calibrated,pusht_shift_blur_noise,9,0.894885599120238,0.030246814081723545,22.555555555555557,0.7264831572567789,0.130808381067356,0.016576652258812666,0.0,0.0
