alpha,method,n_steps,n_episodes,step_coverage,episode_mean_coverage,episode_median_coverage,episode_all_steps_covered_rate,mean_set_size,episode_block_boot_mean,episode_block_boot_lo95,episode_block_boot_hi95,file,run_dir
0.1,aps_conformal,2524,20,0.904120443740095,0.9031113484248172,0.9021345764583206,0.0,20.698494453248813,0.904385551598832,0.8832956503426886,0.9247933152959588,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,coras,2524,20,0.8858954041204438,0.8835256311325423,0.9132649572649572,0.0,14.156101426307448,0.8862164590123686,0.8623718850601241,0.9077218949148326,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,coras_aps,2524,20,0.8918383518225039,0.8909276040794385,0.91572606214331,0.0,14.73137876386688,0.8921990621581068,0.8686840607255292,0.9118114106243036,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,mondrian_domain,2524,20,0.873217115689382,0.8743625735135636,0.8781648332460276,0.0,13.42472266244057,0.8732518919816982,0.8464716931216931,0.8968532552640186,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,prompt_only_top1,2524,20,0.2131537242472266,0.216777563572443,0.2162225338943431,0.0,1.0,0.2139978639580286,0.1831768720325908,0.2428363153736193,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,temperature_conformal,2524,20,0.900554675118859,0.8992535625799682,0.8951465201465202,0.0,20.735340729001585,0.9007335699153568,0.8791814856440651,0.9219704364718608,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,top1_singleton,2524,20,0.1398573692551505,0.1399576997566161,0.1448775612193903,0.0,1.0,0.1399979825160987,0.1248927212637632,0.1537546546159598,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,topk_calibrated,2524,20,0.9033280507131536,0.9034575527189216,0.907168458781362,0.0,22.0,0.9035650513099516,0.8806902671430458,0.924973665331268,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,vanilla_conformal,2524,20,0.9057052297939778,0.9039600574553738,0.9014794757083432,0.0,20.777337559429476,0.9059299581788232,0.8839049376067103,0.9264506448786612,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,aps_conformal,2629,20,0.9147965005705592,0.911220888181776,0.9171971706454464,0.0,20.382655001901863,0.9143285194369294,0.887884661628161,0.9383463336195988,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,coras,2629,20,0.9075694180296692,0.900650877234451,0.9239618046654704,0.0,14.0418410041841,0.906907813530024,0.8824932139623748,0.9292828461197752,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,coras_aps,2629,20,0.9087105363255992,0.9024287514980006,0.927950310559006,0.0,14.243058197033092,0.9081982445509944,0.8868367455101608,0.928492795311576,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
