alpha,method,n_steps,n_episodes,step_coverage,episode_mean_coverage,episode_median_coverage,episode_all_steps_covered_rate,mean_set_size,episode_block_boot_mean,episode_block_boot_lo95,episode_block_boot_hi95,file,run_dir
0.1,aps_conformal,3846,9,0.903796151846074,0.9014753053366996,0.9230769230769232,0.0,95.9009360374415,0.904021076660737,0.8692601174758852,0.9342340870255776,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,coras,3846,9,0.9157566302652106,0.904026653866564,0.9342723004694836,0.0,96.00130005200208,0.9141382636819964,0.8604826361692712,0.9598609835560228,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,coras_aps,3846,9,0.9183567342693708,0.9062307118129668,0.9384615384615383,0.0,96.05772230889237,0.9168166327016404,0.8640932425361734,0.9610135188076244,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,mondrian_domain,3846,9,0.8036921476859075,0.833510576536835,0.8262910798122066,0.0,71.18278731149246,0.8040335637655137,0.6590599824199822,0.929063713663788,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,prompt_only_top1,3846,9,0.0577223088923556,0.0759461465816158,0.0704225352112676,0.0,1.0,0.0606453132183985,0.0425332941639191,0.090321010169701,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,temperature_conformal,3846,9,0.9147165886635464,0.9255364450431706,0.9310344827586208,0.0,98.58684347373897,0.9164801626565712,0.8888108643355224,0.9451263722594772,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,top1_singleton,3846,9,0.0520020800832033,0.0657581686533641,0.0663265306122449,0.0,1.0,0.0557052479381797,0.034005731353755,0.0975352037522904,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,topk_calibrated,3846,9,0.9264170566822671,0.9396474619810032,0.945054945054945,0.0,102.0,0.9284926545313944,0.9082985984341406,0.9599741871420918,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,vanilla_conformal,3846,9,0.8954758190327613,0.8834329826225921,0.9248826291079812,0.0,94.60452418096725,0.894369806711341,0.8473061673010694,0.9313519335164409,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,aps_conformal,4431,9,0.8526292033401038,0.8186778240559168,0.8544642857142857,0.0,93.2534416610246,0.8483152190472754,0.7763767188219868,0.8972974316969043,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,coras,4431,9,0.8553373956217558,0.8074208945781619,0.8304093567251462,0.0,91.37711577522003,0.848296395672945,0.7521903210454901,0.9192248336306028,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,coras_aps,4431,9,0.8501466937485895,0.8004524573556429,0.8245614035087719,0.0,89.68201308959603,0.8428460321296025,0.7447307719090561,0.9141238317900492,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,mondrian_domain,4431,9,0.8275784247348228,0.7926418717955976,0.7704081632653061,0.0,83.48770029338749,0.8221857311923484,0.7284923475556907,0.9060737891288088,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,prompt_only_top1,4431,9,0.0494245091401489,0.0496250515066326,0.0510204081632653,0.0,1.0,0.0499956382838884,0.0371103437502281,0.0635571410146677,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,temperature_conformal,4431,9,0.8575942225231324,0.8383143160472204,0.8624338624338624,0.0,93.01828029790116,0.854709727286146,0.7977185806093096,0.8959727184862781,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,top1_singleton,4431,9,0.0383660573234032,0.053443597283617,0.0321428571428571,0.0,1.0,0.0398140428803488,0.0293711303005127,0.0600599744892267,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,topk_calibrated,4431,9,0.8679756262694651,0.8578183621906377,0.8651785714285715,0.0,94.0,0.8665639531459877,0.836294609235726,0.8876709527257476,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,vanilla_conformal,4431,9,0.8499210110584519,0.8081042453215055,0.8491071428571428,0.0,93.34958248702324,0.8445653074176555,0.7562800671317049,0.902842649756169,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,aps_conformal,3261,9,0.8564857405703772,0.8401558434702131,0.844059405940594,0.0,95.51671266482674,0.8550268272543478,0.7867444679489232,0.911257468594574,prediction_sets_compact_alpha0.10.csv,seed0_calib0.40
0.1,coras,3261,9,0.8408463661453542,0.8311379796444501,0.8260233918128655,0.0,93.37442502299908,0.8399358214314931,0.7687978431726996,0.9013417668102084,prediction_sets_compact_alpha0.10.csv,seed0_calib0.40
0.1,coras_aps,3261,9,0.8380864765409384,0.8292132268968583,0.8260233918128655,0.0,92.55903097209443,0.8372410611684988,0.764042532671071,0.8998101145763132,prediction_sets_compact_alpha0.10.csv,seed0_calib0.40
0.1,mondrian_domain,3261,9,0.8500459981600736,0.8298995056848756,0.9137426900584796,0.1111111111111111,98.25176326280284,0.8478979970563829,0.7327357581373578,0.9328423374960968,prediction_sets_compact_alpha0.10.csv,seed0_calib0.40
0.1,prompt_only_top1,3261,9,0.0659306961054891,0.0679049386542105,0.0659090909090909,0.0,1.0,0.0665691288177487,0.0375803309987684,0.1027579851421558,prediction_sets_compact_alpha0.10.csv,seed0_calib0.40
0.1,temperature_conformal,3261,9,0.8570990493713585,0.8443230920772116,0.8391089108910891,0.0,95.557497700092,0.8559298685602221,0.7939092478498181,0.9056528544627558,prediction_sets_compact_alpha0.10.csv,seed0_calib0.40
0.1,top1_singleton,3261,9,0.0665440049064704,0.0794635552895259,0.06,0.0,1.0,0.0681582716373135,0.0350879764082495,0.1177940448027162,prediction_sets_compact_alpha0.10.csv,seed0_calib0.40
0.1,topk_calibrated,3261,9,0.8659920269855872,0.8625173070090046,0.8272727272727273,0.0,97.0,0.8659949329141824,0.8255470136014192,0.9081715382974184,prediction_sets_compact_alpha0.10.csv,seed0_calib0.40
0.1,vanilla_conformal,3261,9,0.8564857405703772,0.8326508820638371,0.8539603960396039,0.0,95.61085556577736,0.8541820496354753,0.7786309452832544,0.9157186880882164,prediction_sets_compact_alpha0.10.csv,seed0_calib0.40
0.1,aps_conformal,2836,9,0.9647390691114246,0.9659266484939376,0.9632183908045976,0.2222222222222222,110.3413258110014,0.9650189226068254,0.9552225150550996,0.976774612643709,prediction_sets_compact_alpha0.10.csv,seed1_calib0.10
0.1,coras,2836,9,0.9675599435825106,0.9744425327774806,0.9751461988304092,0.3333333333333333,110.85296191819464,0.9683859250473746,0.9529328009145838,0.983307456351451,prediction_sets_compact_alpha0.10.csv,seed1_calib0.10
0.1,coras_aps,2836,9,0.964033850493653,0.9722189016835588,0.9766081871345028,0.3333333333333333,109.8935119887165,0.9650134991936512,0.9436062539156354,0.9833549003539588,prediction_sets_compact_alpha0.10.csv,seed1_calib0.10
0.1,mondrian_domain,2836,9,0.9668547249647392,0.9737390762620108,0.9751461988304092,0.2222222222222222,109.6209449929478,0.9676534070429856,0.9525917749595532,0.9818200109749404,prediction_sets_compact_alpha0.10.csv,seed1_calib0.10
0.1,prompt_only_top1,2836,9,0.0669957686882933,0.0785121899224743,0.0666666666666666,0.0,1.0,0.0695059555329797,0.0438358123340794,0.1091499301830899,prediction_sets_compact_alpha0.10.csv,seed1_calib0.10
