method,alpha,n,token_coverage,mean_set_size,mean_codebook_quant_l2,p90_codebook_quant_l2,top1_action_l2_mean,top1_action_l2_p90,set_oracle_action_l2_mean,set_oracle_action_l2_p90,action_l2_improvement_vs_top1,mean_set_action_diameter,p90_set_action_diameter,empty_set_rate,file,run_dir
coras_aps,0.1,2538,0.9144996059889676,101.20606776989756,0.3166801929473877,0.5201101303100586,0.8164916634559631,1.2506473064422607,0.316083203022162,0.5365909159183503,0.5004084383356228,2.406111805715178,2.558920621871948,0.0,prediction_sets_coras_aps_alpha0.10.csv,seed1_calib0.25
mondrian_domain,0.1,2538,0.875886524822695,93.07407407407408,0.3166801929473877,0.5201101303100586,0.8164916634559631,1.2506473064422607,0.3209885159174202,0.5503901720046999,0.4955031254403645,2.3759020546743304,2.558920621871948,0.0,prediction_sets_mondrian_domain_alpha0.10.csv,seed1_calib0.25
prompt_only_top1,0.1,2538,0.061859732072498,1.0,0.3166801929473877,0.5201101303100586,0.8164916634559631,1.2506473064422607,0.8164916413577847,1.250647222995758,0.0,0.0,0.0,0.0,prediction_sets_prompt_only_top1_alpha0.10.csv,seed1_calib0.25
temperature_conformal,0.1,2538,0.91725768321513,101.84909377462569,0.3166801929473877,0.5201101303100586,0.8002802729606628,1.2090107202529907,0.3141717761799024,0.5260154843330384,0.4861084603303801,2.385147679594204,2.558920621871948,0.0,prediction_sets_temperature_conformal_alpha0.10.csv,seed1_calib0.25
top1_singleton,0.1,2538,0.0583136327817178,1.0,0.3166801929473877,0.5201101303100586,0.8002802729606628,1.2090107202529907,0.8002802365102825,1.20901073217392,0.0,0.0,0.0,0.0,prediction_sets_top1_singleton_alpha0.10.csv,seed1_calib0.25
topk_calibrated,0.1,2538,0.9113475177304964,103.0,0.3166801929473877,0.5201101303100586,0.8002802729606628,1.2090107202529907,0.3146291259717316,0.5260154843330384,0.4856511105385508,2.402408786229584,2.558920621871948,0.0,prediction_sets_topk_calibrated_alpha0.10.csv,seed1_calib0.25
vanilla_conformal,0.1,2538,0.9330181245074862,105.35066981875492,0.3166801929473877,0.5201101303100586,0.8002802729606628,1.2090107202529907,0.312376067070239,0.5210281074047088,0.4879041694400434,2.4001417491171093,2.558920621871948,0.0,prediction_sets_vanilla_conformal_alpha0.10.csv,seed1_calib0.25
aps_conformal,0.1,2863,0.9154732797764584,102.51030387705204,0.3004256188869476,0.4967707693576813,0.793328583240509,1.1964112520217896,0.2980399722418183,0.5037758350372314,0.4952887082348831,2.4223645532460134,2.558920621871948,0.0,prediction_sets_aps_conformal_alpha0.10.csv,seed1_calib0.40
coras,0.1,2863,0.9228082431016416,100.41634648969612,0.3004256188869476,0.4967707693576813,0.7930432558059692,1.2394434213638306,0.297295321091044,0.5042121171951295,0.4957479491427806,2.435808077001755,2.558920621871948,0.0,prediction_sets_coras_alpha0.10.csv,seed1_calib0.40
coras_aps,0.1,2863,0.9224589591337756,100.22493887530564,0.3004256188869476,0.4967707693576813,0.7930432558059692,1.2394434213638306,0.2973886594300555,0.5053162693977358,0.4956546108037691,2.4325311019876144,2.558920621871948,0.0,prediction_sets_coras_aps_alpha0.10.csv,seed1_calib0.40
mondrian_domain,0.1,2863,0.9224589591337756,103.679706601467,0.3004256188869476,0.4967707693576813,0.7930432558059692,1.2394434213638306,0.2977673414475901,0.5052189111709597,0.4952759287862346,2.4613656763259324,2.558920621871948,0.0,prediction_sets_mondrian_domain_alpha0.10.csv,seed1_calib0.40
prompt_only_top1,0.1,2863,0.0705553615089067,1.0,0.3004256188869476,0.4967707693576813,0.7930432558059692,1.2394434213638306,0.7930432702338247,1.2394434213638308,0.0,0.0,0.0,0.0,prediction_sets_prompt_only_top1_alpha0.10.csv,seed1_calib0.40
temperature_conformal,0.1,2863,0.9011526370939574,99.94446384910933,0.3004256188869476,0.4967707693576813,0.793328583240509,1.1964112520217896,0.2993558567239168,0.5085710048675539,0.4939728237527845,2.4104451307915657,2.558920621871948,0.0,prediction_sets_temperature_conformal_alpha0.10.csv,seed1_calib0.40
top1_singleton,0.1,2863,0.0464547677261613,1.0,0.3004256188869476,0.4967707693576813,0.793328583240509,1.1964112520217896,0.7933286804767014,1.1964112520217898,0.0,0.0,0.0,0.0,prediction_sets_top1_singleton_alpha0.10.csv,seed1_calib0.40
topk_calibrated,0.1,2863,0.8910234020258471,99.0,0.3004256188869476,0.4967707693576813,0.793328583240509,1.1964112520217896,0.300566620311179,0.5117603302001958,0.4927620601655224,2.407040221641999,2.558920621871948,0.0,prediction_sets_topk_calibrated_alpha0.10.csv,seed1_calib0.40
vanilla_conformal,0.1,2863,0.9252532308767027,104.51309814879497,0.3004256188869476,0.4967707693576813,0.793328583240509,1.1964112520217896,0.2963773584640004,0.4971186876296997,0.496951322012701,2.432084297367713,2.558920621871948,0.0,prediction_sets_vanilla_conformal_alpha0.10.csv,seed1_calib0.40
aps_conformal,0.1,3744,0.8811431623931624,97.57692307692308,0.3449313044548034,0.5717778205871582,0.8390758633613586,1.309054613113403,0.3454812853069753,0.6014942526817324,0.4935945653879983,2.388055469522364,2.558920621871948,0.0,prediction_sets_aps_conformal_alpha0.10.csv,seed2_calib0.10
coras,0.1,3744,0.8645833333333334,96.79246794871794,0.3449313044548034,0.5717778205871582,0.7800588607788086,1.2545349597930908,0.34616111294649,0.6091664493083956,0.4338977350022556,2.40372199132147,2.558920621871948,0.0,prediction_sets_coras_alpha0.10.csv,seed2_calib0.10
coras_aps,0.1,3744,0.8600427350427351,96.44871794871794,0.3449313044548034,0.5717778205871582,0.7800588607788086,1.2545349597930908,0.3462285225361219,0.6111136257648475,0.4338303254126237,2.400481225397342,2.558920621871948,0.0,prediction_sets_coras_aps_alpha0.10.csv,seed2_calib0.10
mondrian_domain,0.1,3744,0.8624465811965812,96.58760683760684,0.3449313044548034,0.5717778205871582,0.7800588607788086,1.2545349597930908,0.3463567191004578,0.6135258972644807,0.4337021288482878,2.3932277110015225,2.558920621871948,0.0,prediction_sets_mondrian_domain_alpha0.10.csv,seed2_calib0.10
prompt_only_top1,0.1,3744,0.0731837606837606,1.0,0.3449313044548034,0.5717778205871582,0.7800588607788086,1.2545349597930908,0.7800588479487456,1.254535007476807,0.0,0.0,0.0,0.0,prediction_sets_prompt_only_top1_alpha0.10.csv,seed2_calib0.10
temperature_conformal,0.1,3744,0.8894230769230769,99.04380341880342,0.3449313044548034,0.5717778205871582,0.8390758633613586,1.309054613113403,0.3442086697402848,0.5956630229949954,0.4948671809546888,2.400538140700923,2.558920621871948,0.0,prediction_sets_temperature_conformal_alpha0.10.csv,seed2_calib0.10
top1_singleton,0.1,3744,0.0486111111111111,1.0,0.3449313044548034,0.5717778205871582,0.8390758633613586,1.309054613113403,0.8390758506949736,1.3090547204017644,0.0,0.0,0.0,0.0,prediction_sets_top1_singleton_alpha0.10.csv,seed2_calib0.10
topk_calibrated,0.1,3744,0.9163995726495726,103.0,0.3449313044548034,0.5717778205871582,0.8390758633613586,1.309054613113403,0.3402360286593485,0.5837443351745606,0.4988398220356251,2.438028407529888,2.558920621871948,0.0,prediction_sets_topk_calibrated_alpha0.10.csv,seed2_calib0.10
vanilla_conformal,0.1,3744,0.8739316239316239,96.71901709401708,0.3449313044548034,0.5717778205871582,0.8390758633613586,1.309054613113403,0.3470336354872944,0.6086986839771271,0.4920422152076792,2.3779362096873102,2.558920621871948,0.0,prediction_sets_vanilla_conformal_alpha0.10.csv,seed2_calib0.10
aps_conformal,0.1,3329,0.8972664463802944,96.3826975067588,0.3011378645896911,0.531196653842926,0.7521238327026367,1.2416003942489624,0.30093750273378,0.545111930370331,0.4511863701957532,2.4116295239487795,2.558920621871948,0.0,prediction_sets_aps_conformal_alpha0.10.csv,seed2_calib0.25
coras,0.1,3329,0.8849504355662361,98.4058275758486,0.3011378645896911,0.531196653842926,0.6727287769317627,1.1709364652633667,0.3007851120586134,0.5531380295753481,0.3719436889554892,2.425855486483931,2.558920621871948,0.0,prediction_sets_coras_alpha0.10.csv,seed2_calib0.25
coras_aps,0.1,3329,0.8792430159206969,98.0381495944728,0.3011378645896911,0.531196653842926,0.6727287769317627,1.1709364652633667,0.3012338817181425,0.5553922891616822,0.3714949192959602,2.4255070641220566,2.558920621871948,0.0,prediction_sets_coras_aps_alpha0.10.csv,seed2_calib0.25
mondrian_domain,0.1,3329,0.8648242715530189,94.5881646139982,0.3011378645896911,0.531196653842926,0.6727287769317627,1.1709364652633667,0.302393865377549,0.559657907485962,0.3703349356365536,2.397533804348332,2.558920621871948,0.0,prediction_sets_mondrian_domain_alpha0.10.csv,seed2_calib0.25
prompt_only_top1,0.1,3329,0.1105437068188645,1.0,0.3011378645896911,0.531196653842926,0.6727287769317627,1.1709364652633667,0.6727288010141027,1.1709364175796508,0.0,0.0,0.0,0.0,prediction_sets_prompt_only_top1_alpha0.10.csv,seed2_calib0.25
temperature_conformal,0.1,3329,0.8993691799339141,96.86001802343046,0.3011378645896911,0.531196653842926,0.7521238327026367,1.2416003942489624,0.3005644951971652,0.5458133697509767,0.451559377732368,2.4203775625538273,2.558920621871948,0.0,prediction_sets_temperature_conformal_alpha0.10.csv,seed2_calib0.25
top1_singleton,0.1,3329,0.0943226194052267,1.0,0.3011378645896911,0.531196653842926,0.7521238327026367,1.2416003942489624,0.7521238729295333,1.2416005373001104,0.0,0.0,0.0,0.0,prediction_sets_top1_singleton_alpha0.10.csv,seed2_calib0.25
topk_calibrated,0.1,3329,0.9038750375488136,98.0,0.3011378645896911,0.531196653842926,0.7521238327026367,1.2416003942489624,0.3000989610956773,0.5421344995498658,0.4520249118338559,2.4430920192879504,2.558920621871948,0.0,prediction_sets_topk_calibrated_alpha0.10.csv,seed2_calib0.25
vanilla_conformal,0.1,3329,0.8954641033343347,95.89396215079604,0.3011378645896911,0.531196653842926,0.7521238327026367,1.2416003942489624,0.3013415807838806,0.545111930370331,0.4507822921456527,2.4019583701442833,2.558920621871948,0.0,prediction_sets_vanilla_conformal_alpha0.10.csv,seed2_calib0.25
aps_conformal,0.1,4198,0.94402096236303,103.70176274416389,0.2809425294399261,0.4610029757022857,0.739010751247406,1.1428966522216797,0.2722560432935892,0.4460304528474808,0.4667546854375738,2.4692606617576343,2.558920621871948,0.0,prediction_sets_aps_conformal_alpha0.10.csv,seed2_calib0.40
coras,0.1,4198,0.934016198189614,101.05740828966174,0.2809425294399261,0.4610029757022857,0.6891694664955139,1.0949244499206543,0.2730846539069421,0.441267541050911,0.4160847639592463,2.4431418341758877,2.558920621871948,0.0,prediction_sets_coras_alpha0.10.csv,seed2_calib0.40
coras_aps,0.1,4198,0.9344926155312052,101.5440686040972,0.2809425294399261,0.4610029757022857,0.6891694664955139,1.0949244499206543,0.2731278239162137,0.4407852768898011,0.4160415939499747,2.4455605149553072,2.558920621871948,0.0,prediction_sets_coras_aps_alpha0.10.csv,seed2_calib0.40
mondrian_domain,0.1,4198,0.941638875655074,103.379942829919,0.2809425294399261,0.4610029757022857,0.6891694664955139,1.0949244499206543,0.2722013910149506,0.4399808317422867,0.4169680268512377,2.452942608026393,2.558920621871948,0.0,prediction_sets_mondrian_domain_alpha0.10.csv,seed2_calib0.40
prompt_only_top1,0.1,4198,0.0857551214864221,1.0,0.2809425294399261,0.4610029757022857,0.6891694664955139,1.0949244499206543,0.6891694178661885,1.0949244618415832,0.0,0.0,0.0,0.0,prediction_sets_prompt_only_top1_alpha0.10.csv,seed2_calib0.40
temperature_conformal,0.1,4198,0.945926631729395,104.3377798951882,0.2809425294399261,0.4610029757022857,0.739010751247406,1.1428966522216797,0.2723326893329661,0.4463443458080292,0.4666780393981969,2.477664130253131,2.558920621871948,0.0,prediction_sets_temperature_conformal_alpha0.10.csv,seed2_calib0.40
top1_singleton,0.1,4198,0.0864697474988089,1.0,0.2809425294399261,0.4610029757022857,0.739010751247406,1.1428966522216797,0.7390107287311631,1.1428967237472536,0.0,0.0,0.0,0.0,prediction_sets_top1_singleton_alpha0.10.csv,seed2_calib0.40
topk_calibrated,0.1,4198,0.9263935207241544,100.0,0.2809425294399261,0.4610029757022857,0.739010751247406,1.1428966522216797,0.2735358217296072,0.4481861919164658,0.4654749070015559,2.4658279714838787,2.558920621871948,0.0,prediction_sets_topk_calibrated_alpha0.10.csv,seed2_calib0.40
vanilla_conformal,0.1,4198,0.9475940924249644,105.44640304907098,0.2809425294399261,0.4610029757022857,0.739010751247406,1.1428966522216797,0.2720496453531841,0.4447198003530502,0.466961083377979,2.468562883357311,2.558920621871948,0.0,prediction_sets_vanilla_conformal_alpha0.10.csv,seed2_calib0.40
