method,alpha,calib_frac,runs,coverage_mean,coverage_std,abs_coverage_gap_mean,abs_coverage_gap_std,mean_set_size_mean,mean_set_size_std,top1_accuracy_mean,top1_accuracy_std,fail_to_abstain_rate_mean,fail_to_abstain_rate_std,singleton_rate_mean,singleton_rate_std,ece_top1_mean,ece_top1_std
temperature_conformal,0.2,0.25,5,0.8062409323503482,0.02113306578161068,0.01428445263002536,0.015499549393695642,5.376787066433287,2.2328085921856062,0.4689523372793972,0.09560969650013379,0.01907470281016216,0.023301819113921915,0.13893216897472,0.13438411310838086,0.08833002571603502,0.017100311608701353
temperature_conformal,0.2,0.4,5,0.8021687115982525,0.03746067874644284,0.02776392771589322,0.02111011574750372,5.3649754431537255,2.2756166334864547,0.47144936467042964,0.08158034043750409,0.019296681465766442,0.02380472609739599,0.1385902717873268,0.1438074743245213,0.07618532932961505,0.01429948679467864
top1_singleton,0.05,0.1,5,0.467306357454642,0.10744382383328785,0.48269364254535796,0.10744382383328786,1.0,0.0,0.467306357454642,0.10744382383328785,0.532693642545358,0.10744382383328788,1.0,0.0,0.23285894408120056,0.08750646608200742
top1_singleton,0.05,0.25,5,0.4689523372793972,0.09560969650013379,0.48104766272060273,0.0956096965001338,1.0,0.0,0.4689523372793972,0.09560969650013379,0.5310476627206027,0.09560969650013378,1.0,0.0,0.2345658634134869,0.08277133327265045
top1_singleton,0.05,0.4,5,0.47144936467042964,0.08158034043750409,0.47855063532957026,0.08158034043750409,1.0,0.0,0.47144936467042964,0.08158034043750409,0.5285506353295704,0.08158034043750408,1.0,0.0,0.23023583124898184,0.07087634848605413
top1_singleton,0.1,0.1,5,0.467306357454642,0.10744382383328785,0.43269364254535797,0.10744382383328785,1.0,0.0,0.467306357454642,0.10744382383328785,0.532693642545358,0.10744382383328788,1.0,0.0,0.23285894408120056,0.08750646608200742
top1_singleton,0.1,0.25,5,0.4689523372793972,0.09560969650013379,0.4310476627206028,0.09560969650013379,1.0,0.0,0.4689523372793972,0.09560969650013379,0.5310476627206027,0.09560969650013378,1.0,0.0,0.2345658634134869,0.08277133327265045
top1_singleton,0.1,0.4,5,0.47144936467042964,0.08158034043750409,0.4285506353295703,0.08158034043750405,1.0,0.0,0.47144936467042964,0.08158034043750409,0.5285506353295704,0.08158034043750408,1.0,0.0,0.23023583124898184,0.07087634848605413
top1_singleton,0.2,0.1,5,0.467306357454642,0.10744382383328785,0.332693642545358,0.10744382383328786,1.0,0.0,0.467306357454642,0.10744382383328785,0.532693642545358,0.10744382383328788,1.0,0.0,0.23285894408120056,0.08750646608200742
top1_singleton,0.2,0.25,5,0.4689523372793972,0.09560969650013379,0.3310476627206028,0.09560969650013379,1.0,0.0,0.4689523372793972,0.09560969650013379,0.5310476627206027,0.09560969650013378,1.0,0.0,0.2345658634134869,0.08277133327265045
top1_singleton,0.2,0.4,5,0.47144936467042964,0.08158034043750409,0.32855063532957035,0.08158034043750408,1.0,0.0,0.47144936467042964,0.08158034043750409,0.5285506353295704,0.08158034043750408,1.0,0.0,0.23023583124898184,0.07087634848605413
topk_calibrated,0.05,0.1,5,0.9656120935490573,0.0190464801026237,0.019543717480681292,0.013783835435916516,13.6,1.6733200530681511,0.467306357454642,0.10744382383328785,0.0,0.0,0.0,0.0,0.23285894408120056,0.08750646608200742
topk_calibrated,0.05,0.25,5,0.9659035908033091,0.013343918624510004,0.015983912088449598,0.013223411350415942,13.6,1.140175425099138,0.4689523372793972,0.09560969650013379,0.0,0.0,0.0,0.0,0.2345658634134869,0.08277133327265045
topk_calibrated,0.05,0.4,5,0.9664350374982641,0.01642759531640071,0.019623443295365563,0.011231854316322077,13.2,1.3038404810405297,0.47144936467042964,0.08158034043750409,0.0,0.0,0.0,0.0,0.23023583124898184,0.07087634848605413
topk_calibrated,0.1,0.1,5,0.9058586547676806,0.024399158481835048,0.0198231068159648,0.01212556285018734,10.6,2.4083189157584592,0.467306357454642,0.10744382383328785,0.0,0.0,0.0,0.0,0.23285894408120056,0.08750646608200742
topk_calibrated,0.1,0.25,5,0.9185872658225713,0.01488250109045689,0.0203543340956636,0.011639297940972956,11.2,2.16794833886788,0.4689523372793972,0.09560969650013379,0.0,0.0,0.0,0.0,0.2345658634134869,0.08277133327265045
