n,coverage,noncoverage_rate,mean_set_size,median_set_size,p90_set_size,top1_accuracy,singleton_rate,abstain_rate,empty_set_rate,fail_to_abstain_rate,ece_top1,unsafe_n,unsafe_coverage,unsafe_fail_to_abstain_rate,target_coverage,coverage_gap,abs_coverage_gap,method,alpha,tau_or_k,temperature,device,seed,calib_frac,n_calib,result_file
501,0.8562874251497006,0.1437125748502994,6.652694610778443,7.0,10.0,0.5109780439121756,0.0379241516966067,0.9620758483033932,0.0,0.0019960079840319,0.0928384308451587,376,0.9335106382978724,0.0,0.9,-0.0437125748502994,0.0437125748502994,temperature_conformal,0.1,0.9720542657746719,1.882744312286377,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.10.csv
501,0.6227544910179641,0.3772455089820359,1.0,1.0,1.0,0.6227544910179641,1.0,0.0,0.0,0.3772455089820359,0.0953704563000193,376,0.675531914893617,0.324468085106383,0.9,-0.2772455089820359,0.2772455089820359,prompt_only_top1,0.1,1,,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.10.csv
501,0.8582834331337326,0.1417165668662674,4.243512974051896,4.0,8.0,0.6227544910179641,0.2834331337325349,0.716566866267465,0.0,0.0139720558882235,0.0953704563000193,376,0.9175531914893617,0.0132978723404255,0.9,-0.0417165668662674,0.0417165668662674,coras,0.1,0.9811077362107725,,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.10.csv
501,0.9321357285429142,0.0678642714570858,8.199600798403194,10.0,12.0,0.6227544910179641,0.1077844311377245,0.8922155688622755,0.0,0.0,0.0953704563000193,376,0.9787234042553192,0.0,0.9,0.0321357285429141,0.0321357285429141,coras_aps,0.1,0.9948982397143626,,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.10.csv
501,0.8542914171656687,0.1457085828343313,4.077844311377246,3.0,9.0,0.6227544910179641,0.2994011976047904,0.7005988023952096,0.0,0.0159680638722554,0.0953704563000193,376,0.9148936170212766,0.0132978723404255,0.9,-0.0457085828343313,0.0457085828343313,mondrian_domain,0.1,"{'__global__': 0.9811077362107725, np.str_('target_camera_shift'): 0.983483340163723, np.str_('target_lighting_shift'): 0.9811077362107725, np.str_('target_occluded'): 0.9350002898610317}",,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.10.csv
501,0.5109780439121756,0.4890219560878244,1.0,1.0,1.0,0.5109780439121756,1.0,0.0,0.0,0.4890219560878243,0.2031950275163931,376,0.5664893617021277,0.4335106382978723,0.8,-0.2890219560878244,0.2890219560878244,top1_singleton,0.2,1,,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.20.csv
501,0.7864271457085829,0.2135728542914171,5.0,5.0,5.0,0.5109780439121756,0.0,1.0,0.0,0.0,0.2031950275163931,376,0.8696808510638298,0.0,0.8,-0.0135728542914171,0.0135728542914171,topk_calibrated,0.2,5,,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.20.csv
501,0.782435129740519,0.217564870259481,3.600798403193613,4.0,7.0,0.5109780439121756,0.2534930139720558,0.7465069860279441,0.0,0.0439121756487025,0.2031950275163931,376,0.8617021276595744,0.0292553191489361,0.8,-0.017564870259481,0.017564870259481,vanilla_conformal,0.2,0.9813355324431859,,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.20.csv
501,0.8642714570858283,0.1357285429141717,6.6187624750499,8.0,10.0,0.5109780439121756,0.1397205588822355,0.8602794411177644,0.0,0.0039920159680638,0.2031950275163931,376,0.9335106382978724,0.0,0.8,0.0642714570858282,0.0642714570858282,aps_conformal,0.2,0.989892570262887,,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.20.csv
501,0.7704590818363274,0.2295409181636726,3.4810379241516967,4.0,6.0,0.5109780439121756,0.1996007984031936,0.8003992015968064,0.0,0.0279441117764471,0.089053244518558,376,0.8537234042553191,0.0159574468085106,0.8,-0.0295409181636726,0.0295409181636726,temperature_conformal,0.2,0.9438626944616992,1.8823505640029907,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.20.csv
501,0.6227544910179641,0.3772455089820359,1.0,1.0,1.0,0.6227544910179641,1.0,0.0,0.0,0.3772455089820359,0.0953704563000193,376,0.675531914893617,0.324468085106383,0.8,-0.1772455089820359,0.1772455089820359,prompt_only_top1,0.2,1,,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.20.csv
501,0.7604790419161677,0.2395209580838323,1.910179640718563,1.0,4.0,0.6227544910179641,0.5069860279441117,0.4930139720558882,0.0,0.0818363273453093,0.0953704563000193,376,0.8271276595744681,0.0718085106382978,0.8,-0.0395209580838323,0.0395209580838323,coras,0.2,0.9144579658716401,,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.20.csv
501,0.908183632734531,0.091816367265469,5.908183632734531,7.0,10.0,0.6227544910179641,0.2055888223552894,0.7944111776447106,0.0,0.0,0.0953704563000193,376,0.9601063829787234,0.0,0.8,0.1081836327345309,0.1081836327345309,coras_aps,0.2,0.9835071598355868,,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.20.csv
501,0.782435129740519,0.217564870259481,2.3872255489021956,2.0,5.0,0.6227544910179641,0.4530938123752495,0.5469061876247505,0.0,0.0638722554890219,0.0953704563000193,376,0.848404255319149,0.0638297872340425,0.8,-0.017564870259481,0.017564870259481,mondrian_domain,0.2,"{'__global__': 0.9144579658716401, np.str_('target_camera_shift'): 0.9543073242865622, np.str_('target_lighting_shift'): 0.9406652147148856, np.str_('target_occluded'): 0.8552725466534825}",,mps,0,0.1,190,results/sim_complete/seed0_calib0.10/metrics_summary_alpha0.20.csv
498,0.4919678714859438,0.5080321285140562,1.0,1.0,1.0,0.4919678714859438,1.0,0.0,0.0,0.5080321285140562,0.2320910411361585,383,0.5404699738903395,0.4595300261096606,0.95,-0.4580321285140561,0.4580321285140561,top1_singleton,0.05,1,,mps,0,0.25,495,results/sim_complete/seed0_calib0.25/metrics_summary_alpha0.05.csv
498,0.9497991967871486,0.0502008032128513,13.0,13.0,13.0,0.4919678714859438,0.0,1.0,0.0,0.0,0.2320910411361585,383,0.9869451697127938,0.0,0.95,-0.0002008032128513,0.0002008032128513,topk_calibrated,0.05,13,,mps,0,0.25,495,results/sim_complete/seed0_calib0.25/metrics_summary_alpha0.05.csv
498,0.929718875502008,0.0702811244979919,10.220883534136544,12.0,14.0,0.4919678714859438,0.0220883534136546,0.9779116465863452,0.0,0.0,0.2320910411361585,383,0.9765013054830288,0.0,0.95,-0.0202811244979919,0.0202811244979919,vanilla_conformal,0.05,0.9988654430326537,,mps,0,0.25,495,results/sim_complete/seed0_calib0.25/metrics_summary_alpha0.05.csv
498,0.931726907630522,0.0682730923694778,11.273092369477911,12.0,14.0,0.4919678714859438,0.0,1.0,0.0,0.0,0.2320910411361585,383,0.9817232375979112,0.0,0.95,-0.0182730923694778,0.0182730923694778,aps_conformal,0.05,0.9986747796831841,,mps,0,0.25,495,results/sim_complete/seed0_calib0.25/metrics_summary_alpha0.05.csv
498,0.9357429718875502,0.0642570281124498,11.226907630522089,12.0,14.0,0.4919678714859438,0.0,1.0,0.0,0.0,0.0886841619383711,383,0.97911227154047,0.0,0.95,-0.0142570281124497,0.0142570281124497,temperature_conformal,0.05,0.987266642392322,1.8830900192260744,mps,0,0.25,495,results/sim_complete/seed0_calib0.25/metrics_summary_alpha0.05.csv
498,0.6044176706827309,0.3955823293172691,1.0,1.0,1.0,0.6044176706827309,1.0,0.0,0.0,0.395582329317269,0.1140104180566338,383,0.660574412532637,0.3394255874673629,0.95,-0.345582329317269,0.345582329317269,prompt_only_top1,0.05,1,,mps,0,0.25,495,results/sim_complete/seed0_calib0.25/metrics_summary_alpha0.05.csv
498,0.9538152610441768,0.0461847389558233,9.897590361445785,11.0,14.0,0.6044176706827309,0.0702811244979919,0.929718875502008,0.0,0.0,0.1140104180566338,383,0.9895561357702348,0.0,0.95,0.0038152610441767,0.0038152610441767,coras,0.05,0.9985875966197094,,mps,0,0.25,495,results/sim_complete/seed0_calib0.25/metrics_summary_alpha0.05.csv
498,0.9538152610441768,0.0461847389558233,11.01004016064257,12.0,13.0,0.6044176706827309,0.0140562248995983,0.9859437751004017,0.0,0.0,0.1140104180566338,383,0.9895561357702348,0.0,0.95,0.0038152610441767,0.0038152610441767,coras_aps,0.05,0.9987424692469533,,mps,0,0.25,495,results/sim_complete/seed0_calib0.25/metrics_summary_alpha0.05.csv
498,0.9598393574297188,0.0401606425702811,10.3574297188755,12.0,15.0,0.6044176706827309,0.0843373493975903,0.9156626506024096,0.0,0.002008032128514,0.1140104180566338,383,0.97911227154047,0.0026109660574412,0.95,0.0098393574297188,0.0098393574297188,mondrian_domain,0.05,"{'__global__': 0.9985875966197094, np.str_('target_camera_shift'): 0.9995004970654262, np.str_('target_lighting_shift'): 0.9988965357014592, np.str_('target_occluded'): 0.9846524062209383}",,mps,0,0.25,495,results/sim_complete/seed0_calib0.25/metrics_summary_alpha0.05.csv
498,0.4919678714859438,0.5080321285140562,1.0,1.0,1.0,0.4919678714859438,1.0,0.0,0.0,0.5080321285140562,0.2320910411361585,383,0.5404699738903395,0.4595300261096606,0.9,-0.4080321285140562,0.4080321285140562,top1_singleton,0.1,1,,mps,0,0.25,495,results/sim_complete/seed0_calib0.25/metrics_summary_alpha0.10.csv
