n,coverage,noncoverage_rate,mean_set_size,median_set_size,p90_set_size,top1_accuracy,singleton_rate,abstain_rate,empty_set_rate,fail_to_abstain_rate,ece_top1,unsafe_n,unsafe_coverage,unsafe_fail_to_abstain_rate,method,alpha,domain,seed,target_coverage,coverage_gap,result_file
234,0.7435897435897436,0.2564102564102564,3.0085470085470085,3.0,5.0,0.5213675213675214,0.2094017094017094,0.7905982905982906,0.0,0.0384615384615384,0.2082601232855816,170,0.8294117647058824,0.0411764705882352,coras,0.2,target_camera_shift,1,0.8,-0.0564102564102564,results/sim_complete/seed1_calib0.10/metrics_by_domain_alpha0.20.csv
153,0.8758169934640523,0.1241830065359477,3.718954248366013,3.0,8.0,0.6993464052287581,0.4052287581699346,0.5947712418300654,0.0,0.0065359477124183,0.0939633975435953,107,0.9252336448598132,0.0093457943925233,coras,0.2,target_lighting_shift,1,0.8,0.0758169934640522,results/sim_complete/seed1_calib0.10/metrics_by_domain_alpha0.20.csv
84,0.8809523809523809,0.119047619047619,2.8095238095238093,2.0,6.0,0.6904761904761905,0.4285714285714285,0.5714285714285714,0.0,0.0357142857142857,0.1368045103162067,63,0.9047619047619048,0.0158730158730158,coras,0.2,target_occluded,1,0.8,0.0809523809523808,results/sim_complete/seed1_calib0.10/metrics_by_domain_alpha0.20.csv
234,0.8632478632478633,0.1367521367521367,7.243589743589744,8.0,11.0,0.5213675213675214,0.0683760683760683,0.9316239316239316,0.0,0.0,0.2082601232855816,170,0.9294117647058824,0.0,coras_aps,0.2,target_camera_shift,1,0.8,0.0632478632478632,results/sim_complete/seed1_calib0.10/metrics_by_domain_alpha0.20.csv
153,0.9477124183006536,0.0522875816993464,6.875816993464053,8.0,10.0,0.6993464052287581,0.2026143790849673,0.7973856209150327,0.0,0.0,0.0939633975435953,107,0.9813084112149532,0.0,coras_aps,0.2,target_lighting_shift,1,0.8,0.1477124183006535,results/sim_complete/seed1_calib0.10/metrics_by_domain_alpha0.20.csv
84,0.988095238095238,0.0119047619047618,6.309523809523809,7.0,11.0,0.6904761904761905,0.2619047619047619,0.7380952380952381,0.0,0.0,0.1368045103162067,63,0.984126984126984,0.0,coras_aps,0.2,target_occluded,1,0.8,0.1880952380952381,results/sim_complete/seed1_calib0.10/metrics_by_domain_alpha0.20.csv
234,0.8205128205128205,0.1794871794871795,5.6239316239316235,5.0,10.0,0.5213675213675214,0.094017094017094,0.905982905982906,0.0,0.017094017094017,0.2082601232855816,170,0.9,0.0117647058823529,mondrian_domain,0.2,target_camera_shift,1,0.8,0.0205128205128204,results/sim_complete/seed1_calib0.10/metrics_by_domain_alpha0.20.csv
153,0.8366013071895425,0.1633986928104575,2.9673202614379086,2.0,6.0,0.6993464052287581,0.457516339869281,0.5424836601307189,0.0,0.0196078431372549,0.0939633975435953,107,0.897196261682243,0.0093457943925233,mondrian_domain,0.2,target_lighting_shift,1,0.8,0.0366013071895424,results/sim_complete/seed1_calib0.10/metrics_by_domain_alpha0.20.csv
84,0.8928571428571429,0.1071428571428571,2.892857142857143,2.0,6.0,0.6904761904761905,0.3928571428571428,0.6071428571428571,0.0,0.0238095238095238,0.1368045103162067,63,0.9206349206349206,0.0,mondrian_domain,0.2,target_occluded,1,0.8,0.0928571428571428,results/sim_complete/seed1_calib0.10/metrics_by_domain_alpha0.20.csv
251,0.49800796812749,0.50199203187251,1.0,1.0,1.0,0.49800796812749,1.0,0.0,0.0,0.50199203187251,0.235371856596936,197,0.5279187817258884,0.4720812182741117,top1_singleton,0.05,target_camera_shift,1,0.95,-0.4519920318725099,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
154,0.4805194805194805,0.5194805194805194,1.0,1.0,1.0,0.4805194805194805,1.0,0.0,0.0,0.5194805194805194,0.1088307305359729,117,0.5213675213675214,0.4786324786324786,top1_singleton,0.05,target_lighting_shift,1,0.95,-0.4694805194805194,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
80,0.575,0.425,1.0,1.0,1.0,0.575,1.0,0.0,0.0,0.425,0.2688280966576405,66,0.5606060606060606,0.4393939393939394,top1_singleton,0.05,target_occluded,1,0.95,-0.375,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
251,0.9601593625498008,0.0398406374501991,14.0,14.0,14.0,0.49800796812749,0.0,1.0,0.0,0.0,0.235371856596936,197,0.9746192893401016,0.0,topk_calibrated,0.05,target_camera_shift,1,0.95,0.0101593625498008,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
154,0.9935064935064936,0.0064935064935064,14.0,14.0,14.0,0.4805194805194805,0.0,1.0,0.0,0.0,0.1088307305359729,117,0.9914529914529916,0.0,topk_calibrated,0.05,target_lighting_shift,1,0.95,0.0435064935064936,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
80,1.0,0.0,14.0,14.0,14.0,0.575,0.0,1.0,0.0,0.0,0.2688280966576405,66,1.0,0.0,topk_calibrated,0.05,target_occluded,1,0.95,0.05,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
251,0.9322709163346612,0.0677290836653387,12.07171314741036,13.0,15.0,0.49800796812749,0.0,1.0,0.0,0.0,0.235371856596936,197,0.9746192893401016,0.0,vanilla_conformal,0.05,target_camera_shift,1,0.95,-0.0177290836653386,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
154,1.0,0.0,14.590909090909092,15.0,16.0,0.4805194805194805,0.0,1.0,0.0,0.0,0.1088307305359729,117,1.0,0.0,vanilla_conformal,0.05,target_lighting_shift,1,0.95,0.05,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
80,0.975,0.025,8.5875,9.0,14.0,0.575,0.075,0.925,0.0,0.0,0.2688280966576405,66,0.9696969696969696,0.0,vanilla_conformal,0.05,target_occluded,1,0.95,0.025,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
251,0.9402390438247012,0.0597609561752987,13.01593625498008,13.0,14.0,0.49800796812749,0.0,1.0,0.0,0.0,0.235371856596936,197,0.9746192893401016,0.0,aps_conformal,0.05,target_camera_shift,1,0.95,-0.0097609561752987,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
154,0.9935064935064936,0.0064935064935064,14.22077922077922,14.0,15.0,0.4805194805194805,0.0,1.0,0.0,0.0,0.1088307305359729,117,0.9914529914529916,0.0,aps_conformal,0.05,target_lighting_shift,1,0.95,0.0435064935064936,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
80,0.9875,0.0124999999999999,10.8625,12.0,14.0,0.575,0.0,1.0,0.0,0.0,0.2688280966576405,66,0.9848484848484848,0.0,aps_conformal,0.05,target_occluded,1,0.95,0.0375,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
251,0.9322709163346612,0.0677290836653387,13.0597609561753,13.0,15.0,0.49800796812749,0.0,1.0,0.0,0.0,0.0894889977325321,197,0.9746192893401016,0.0,temperature_conformal,0.05,target_camera_shift,1,0.95,-0.0177290836653386,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
154,0.9935064935064936,0.0064935064935064,14.058441558441558,14.0,15.0,0.4805194805194805,0.0,1.0,0.0,0.0,0.2571073254203633,117,0.9914529914529916,0.0,temperature_conformal,0.05,target_lighting_shift,1,0.95,0.0435064935064936,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
80,0.9875,0.0124999999999999,10.775,11.5,14.0,0.575,0.0,1.0,0.0,0.0,0.1173773457902628,66,0.9848484848484848,0.0,temperature_conformal,0.05,target_occluded,1,0.95,0.0375,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
251,0.50199203187251,0.49800796812749,1.0,1.0,1.0,0.50199203187251,1.0,0.0,0.0,0.49800796812749,0.2222408735943762,197,0.5380710659898477,0.4619289340101523,prompt_only_top1,0.05,target_camera_shift,1,0.95,-0.44800796812749,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
154,0.6948051948051948,0.3051948051948052,1.0,1.0,1.0,0.6948051948051948,1.0,0.0,0.0,0.3051948051948052,0.101344755012241,117,0.7435897435897436,0.2564102564102564,prompt_only_top1,0.05,target_lighting_shift,1,0.95,-0.2551948051948052,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
80,0.7375,0.2624999999999999,1.0,1.0,1.0,0.7375,1.0,0.0,0.0,0.2625,0.1053578703933793,66,0.7575757575757576,0.2424242424242424,prompt_only_top1,0.05,target_occluded,1,0.95,-0.2124999999999999,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
251,0.904382470119522,0.0956175298804781,9.450199203187251,10.0,14.0,0.50199203187251,0.0159362549800796,0.9840637450199204,0.0,0.0,0.2222408735943762,197,0.9543147208121828,0.0,coras,0.05,target_camera_shift,1,0.95,-0.045617529880478,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
154,0.987012987012987,0.0129870129870129,8.305194805194805,10.0,13.700000000000015,0.6948051948051948,0.1493506493506493,0.8506493506493507,0.0,0.0,0.101344755012241,117,1.0,0.0,coras,0.05,target_lighting_shift,1,0.95,0.037012987012987,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
80,0.9875,0.0124999999999999,8.4,10.0,14.0,0.7375,0.15,0.85,0.0,0.0,0.1053578703933793,66,1.0,0.0,coras,0.05,target_occluded,1,0.95,0.0375,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
251,0.9282868525896414,0.0717131474103586,10.920318725099602,11.0,13.0,0.50199203187251,0.0,1.0,0.0,0.0,0.2222408735943762,197,0.9695431472081218,0.0,coras_aps,0.05,target_camera_shift,1,0.95,-0.0217131474103585,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
154,0.9935064935064936,0.0064935064935064,9.876623376623376,11.0,13.0,0.6948051948051948,0.0454545454545454,0.9545454545454546,0.0,0.0,0.101344755012241,117,1.0,0.0,coras_aps,0.05,target_lighting_shift,1,0.95,0.0435064935064936,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
80,1.0,0.0,9.9375,11.0,14.0,0.7375,0.075,0.925,0.0,0.0,0.1053578703933793,66,1.0,0.0,coras_aps,0.05,target_occluded,1,0.95,0.05,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
251,0.9601593625498008,0.0398406374501991,12.788844621513944,13.0,15.0,0.50199203187251,0.0,1.0,0.0,0.0,0.2222408735943762,197,0.9847715736040608,0.0,mondrian_domain,0.05,target_camera_shift,1,0.95,0.0101593625498008,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
154,0.9025974025974026,0.0974025974025973,5.266233766233766,5.0,10.0,0.6948051948051948,0.3311688311688311,0.6688311688311688,0.0,0.0064935064935064,0.101344755012241,117,0.9401709401709402,0.0085470085470085,mondrian_domain,0.05,target_lighting_shift,1,0.95,-0.0474025974025973,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
80,0.95,0.05,4.8125,4.0,9.100000000000009,0.7375,0.2375,0.7625,0.0,0.0125,0.1053578703933793,66,0.9848484848484848,0.0,mondrian_domain,0.05,target_occluded,1,0.95,0.0,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.05.csv
251,0.49800796812749,0.50199203187251,1.0,1.0,1.0,0.49800796812749,1.0,0.0,0.0,0.50199203187251,0.235371856596936,197,0.5279187817258884,0.4720812182741117,top1_singleton,0.1,target_camera_shift,1,0.9,-0.40199203187251,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
154,0.4805194805194805,0.5194805194805194,1.0,1.0,1.0,0.4805194805194805,1.0,0.0,0.0,0.5194805194805194,0.1088307305359729,117,0.5213675213675214,0.4786324786324786,top1_singleton,0.1,target_lighting_shift,1,0.9,-0.4194805194805195,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
80,0.575,0.425,1.0,1.0,1.0,0.575,1.0,0.0,0.0,0.425,0.2688280966576405,66,0.5606060606060606,0.4393939393939394,top1_singleton,0.1,target_occluded,1,0.9,-0.325,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
251,0.9163346613545816,0.0836653386454183,12.0,12.0,12.0,0.49800796812749,0.0,1.0,0.0,0.0,0.235371856596936,197,0.964467005076142,0.0,topk_calibrated,0.1,target_camera_shift,1,0.9,0.0163346613545816,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
154,0.9155844155844156,0.0844155844155843,12.0,12.0,12.0,0.4805194805194805,0.0,1.0,0.0,0.0,0.1088307305359729,117,0.905982905982906,0.0,topk_calibrated,0.1,target_lighting_shift,1,0.9,0.0155844155844155,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
80,0.975,0.025,12.0,12.0,12.0,0.575,0.0,1.0,0.0,0.0,0.2688280966576405,66,0.9696969696969696,0.0,topk_calibrated,0.1,target_occluded,1,0.9,0.0749999999999999,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
251,0.8725099601593626,0.1274900398406374,8.713147410358566,10.0,13.0,0.49800796812749,0.0438247011952191,0.9561752988047808,0.0,0.0079681274900398,0.235371856596936,197,0.9187817258883249,0.0,vanilla_conformal,0.1,target_camera_shift,1,0.9,-0.0274900398406374,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
154,0.961038961038961,0.0389610389610389,11.85064935064935,12.0,14.0,0.4805194805194805,0.0,1.0,0.0,0.0,0.1088307305359729,117,0.9658119658119658,0.0,vanilla_conformal,0.1,target_lighting_shift,1,0.9,0.061038961038961,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
80,0.95,0.05,5.7875,5.0,11.100000000000009,0.575,0.1875,0.8125,0.0,0.0,0.2688280966576405,66,0.9545454545454546,0.0,vanilla_conformal,0.1,target_occluded,1,0.9,0.0499999999999999,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
251,0.8844621513944223,0.1155378486055777,9.888446215139442,11.0,13.0,0.49800796812749,0.0119521912350597,0.9880478087649402,0.0,0.0039840637450199,0.235371856596936,197,0.934010152284264,0.0,aps_conformal,0.1,target_camera_shift,1,0.9,-0.0155378486055777,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
154,0.9675324675324676,0.0324675324675324,11.935064935064934,12.0,13.0,0.4805194805194805,0.0,1.0,0.0,0.0,0.1088307305359729,117,0.9743589743589745,0.0,aps_conformal,0.1,target_lighting_shift,1,0.9,0.0675324675324675,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
80,0.9625,0.0374999999999999,6.8875,7.5,11.0,0.575,0.175,0.825,0.0,0.0,0.2688280966576405,66,0.9545454545454546,0.0,aps_conformal,0.1,target_occluded,1,0.9,0.0625,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
251,0.8884462151394422,0.1115537848605577,10.115537848605578,10.0,13.0,0.49800796812749,0.0,1.0,0.0,0.0,0.0894936944988707,197,0.9390862944162436,0.0,temperature_conformal,0.1,target_camera_shift,1,0.9,-0.0115537848605578,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
154,0.9025974025974026,0.0974025974025973,11.597402597402596,12.0,13.0,0.4805194805194805,0.0,1.0,0.0,0.0,0.2571146077889855,117,0.9145299145299144,0.0,temperature_conformal,0.1,target_lighting_shift,1,0.9,0.0025974025974025,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
80,0.9625,0.0374999999999999,7.575,8.0,12.0,0.575,0.0375,0.9625,0.0,0.0,0.1173803401911436,66,0.9545454545454546,0.0,temperature_conformal,0.1,target_occluded,1,0.9,0.0625,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
251,0.50199203187251,0.49800796812749,1.0,1.0,1.0,0.50199203187251,1.0,0.0,0.0,0.49800796812749,0.2222408735943762,197,0.5380710659898477,0.4619289340101523,prompt_only_top1,0.1,target_camera_shift,1,0.9,-0.39800796812749,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
154,0.6948051948051948,0.3051948051948052,1.0,1.0,1.0,0.6948051948051948,1.0,0.0,0.0,0.3051948051948052,0.101344755012241,117,0.7435897435897436,0.2564102564102564,prompt_only_top1,0.1,target_lighting_shift,1,0.9,-0.2051948051948052,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
80,0.7375,0.2624999999999999,1.0,1.0,1.0,0.7375,1.0,0.0,0.0,0.2625,0.1053578703933793,66,0.7575757575757576,0.2424242424242424,prompt_only_top1,0.1,target_occluded,1,0.9,-0.1624999999999999,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
251,0.8605577689243028,0.1394422310756972,6.733067729083666,7.0,11.0,0.50199203187251,0.0637450199203187,0.9362549800796812,0.0,0.0079681274900398,0.2222408735943762,197,0.9187817258883249,0.0050761421319796,coras,0.1,target_camera_shift,1,0.9,-0.0394422310756972,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
154,0.935064935064935,0.0649350649350649,6.5,7.5,11.0,0.6948051948051948,0.2532467532467532,0.7467532467532467,0.0,0.0,0.101344755012241,117,0.9572649572649572,0.0,coras,0.1,target_lighting_shift,1,0.9,0.035064935064935,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
80,0.9625,0.0374999999999999,5.7375,5.5,11.0,0.7375,0.2,0.8,0.0,0.0,0.1053578703933793,66,0.9848484848484848,0.0,coras,0.1,target_occluded,1,0.9,0.0625,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
251,0.8844621513944223,0.1155378486055777,9.211155378486056,9.0,12.0,0.50199203187251,0.0199203187250996,0.9800796812749004,0.0,0.0,0.2222408735943762,197,0.934010152284264,0.0,coras_aps,0.1,target_camera_shift,1,0.9,-0.0155378486055777,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
154,0.9805194805194806,0.0194805194805194,8.077922077922079,10.0,12.0,0.6948051948051948,0.1493506493506493,0.8506493506493507,0.0,0.0,0.101344755012241,117,1.0,0.0,coras_aps,0.1,target_lighting_shift,1,0.9,0.0805194805194805,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
80,0.9875,0.0124999999999999,8.2875,9.5,13.0,0.7375,0.1375,0.8625,0.0,0.0,0.1053578703933793,66,1.0,0.0,coras_aps,0.1,target_occluded,1,0.9,0.0875,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
251,0.904382470119522,0.0956175298804781,9.07569721115538,10.0,13.0,0.50199203187251,0.0239043824701195,0.9760956175298804,0.0,0.0,0.2222408735943762,197,0.9543147208121828,0.0,mondrian_domain,0.1,target_camera_shift,1,0.9,0.0043824701195218,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
154,0.8506493506493507,0.1493506493506493,3.707792207792208,2.0,8.0,0.6948051948051948,0.461038961038961,0.538961038961039,0.0,0.0064935064935064,0.101344755012241,117,0.8803418803418803,0.0085470085470085,mondrian_domain,0.1,target_lighting_shift,1,0.9,-0.0493506493506493,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
80,0.9375,0.0625,3.575,3.0,7.0,0.7375,0.3375,0.6625,0.0,0.025,0.1053578703933793,66,0.9848484848484848,0.0,mondrian_domain,0.1,target_occluded,1,0.9,0.0374999999999999,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.10.csv
251,0.49800796812749,0.50199203187251,1.0,1.0,1.0,0.49800796812749,1.0,0.0,0.0,0.50199203187251,0.235371856596936,197,0.5279187817258884,0.4720812182741117,top1_singleton,0.2,target_camera_shift,1,0.8,-0.30199203187251,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
154,0.4805194805194805,0.5194805194805194,1.0,1.0,1.0,0.4805194805194805,1.0,0.0,0.0,0.5194805194805194,0.1088307305359729,117,0.5213675213675214,0.4786324786324786,top1_singleton,0.2,target_lighting_shift,1,0.8,-0.3194805194805195,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
80,0.575,0.425,1.0,1.0,1.0,0.575,1.0,0.0,0.0,0.425,0.2688280966576405,66,0.5606060606060606,0.4393939393939394,top1_singleton,0.2,target_occluded,1,0.8,-0.2250000000000001,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
251,0.8366533864541833,0.1633466135458167,7.0,7.0,7.0,0.49800796812749,0.0,1.0,0.0,0.0,0.235371856596936,197,0.8934010152284264,0.0,topk_calibrated,0.2,target_camera_shift,1,0.8,0.0366533864541832,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
154,0.7792207792207793,0.2207792207792207,7.0,7.0,7.0,0.4805194805194805,0.0,1.0,0.0,0.0,0.1088307305359729,117,0.7863247863247863,0.0,topk_calibrated,0.2,target_lighting_shift,1,0.8,-0.0207792207792207,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
80,0.9125,0.0875,7.0,7.0,7.0,0.575,0.0,1.0,0.0,0.0,0.2688280966576405,66,0.8939393939393939,0.0,topk_calibrated,0.2,target_occluded,1,0.8,0.1124999999999999,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
251,0.7649402390438247,0.2350597609561753,4.681274900398407,4.0,8.0,0.49800796812749,0.1235059760956175,0.8764940239043825,0.0,0.0318725099601593,0.235371856596936,197,0.8223350253807107,0.0101522842639593,vanilla_conformal,0.2,target_camera_shift,1,0.8,-0.0350597609561753,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
154,0.8051948051948052,0.1948051948051947,9.032467532467532,11.0,11.0,0.4805194805194805,0.0389610389610389,0.961038961038961,0.0,0.0,0.1088307305359729,117,0.811965811965812,0.0,vanilla_conformal,0.2,target_lighting_shift,1,0.8,0.0051948051948051,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
80,0.8625,0.1374999999999999,3.0375,2.0,7.0,0.575,0.4,0.6,0.0,0.0375,0.2688280966576405,66,0.8787878787878788,0.0151515151515151,vanilla_conformal,0.2,target_occluded,1,0.8,0.0625,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
251,0.8605577689243028,0.1394422310756972,7.960159362549801,9.0,11.0,0.49800796812749,0.0557768924302788,0.9442231075697212,0.0,0.0079681274900398,0.235371856596936,197,0.9137055837563453,0.0,aps_conformal,0.2,target_camera_shift,1,0.8,0.0605577689243027,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
154,0.8441558441558441,0.1558441558441559,10.402597402597404,11.0,12.0,0.4805194805194805,0.0129870129870129,0.987012987012987,0.0,0.0,0.1088307305359729,117,0.8547008547008547,0.0,aps_conformal,0.2,target_lighting_shift,1,0.8,0.044155844155844,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
80,0.925,0.0749999999999999,5.225,5.0,10.0,0.575,0.2625,0.7375,0.0,0.0,0.2688280966576405,66,0.9242424242424242,0.0,aps_conformal,0.2,target_occluded,1,0.8,0.125,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
251,0.7888446215139442,0.2111553784860558,4.99203187250996,5.0,8.0,0.49800796812749,0.0717131474103585,0.9282868525896414,0.0,0.0199203187250996,0.0894807754815468,197,0.8477157360406091,0.0,temperature_conformal,0.2,target_camera_shift,1,0.8,-0.0111553784860558,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
154,0.7922077922077922,0.2077922077922077,8.454545454545455,9.0,11.0,0.4805194805194805,0.0194805194805194,0.9805194805194806,0.0,0.0,0.257094577146653,117,0.8034188034188035,0.0,temperature_conformal,0.2,target_lighting_shift,1,0.8,-0.0077922077922077,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
80,0.9125,0.0875,3.5375,3.0,7.0,0.575,0.225,0.775,0.0,0.0,0.1173721061494026,66,0.9090909090909092,0.0,temperature_conformal,0.2,target_occluded,1,0.8,0.1124999999999999,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
251,0.50199203187251,0.49800796812749,1.0,1.0,1.0,0.50199203187251,1.0,0.0,0.0,0.49800796812749,0.2222408735943762,197,0.5380710659898477,0.4619289340101523,prompt_only_top1,0.2,target_camera_shift,1,0.8,-0.2980079681274901,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
154,0.6948051948051948,0.3051948051948052,1.0,1.0,1.0,0.6948051948051948,1.0,0.0,0.0,0.3051948051948052,0.101344755012241,117,0.7435897435897436,0.2564102564102564,prompt_only_top1,0.2,target_lighting_shift,1,0.8,-0.1051948051948052,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
80,0.7375,0.2624999999999999,1.0,1.0,1.0,0.7375,1.0,0.0,0.0,0.2625,0.1053578703933793,66,0.7575757575757576,0.2424242424242424,prompt_only_top1,0.2,target_occluded,1,0.8,-0.0625,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
251,0.7131474103585658,0.2868525896414342,2.9800796812749004,3.0,5.0,0.50199203187251,0.1952191235059761,0.8047808764940239,0.0,0.0637450199203187,0.2222408735943762,197,0.7614213197969543,0.065989847715736,coras,0.2,target_camera_shift,1,0.8,-0.0868525896414342,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
154,0.8506493506493507,0.1493506493506493,3.435064935064935,2.0,7.700000000000017,0.6948051948051948,0.461038961038961,0.538961038961039,0.0,0.0064935064935064,0.101344755012241,117,0.8803418803418803,0.0085470085470085,coras,0.2,target_lighting_shift,1,0.8,0.0506493506493506,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
80,0.9,0.0999999999999999,2.7,2.0,5.0,0.7375,0.4375,0.5625,0.0,0.0375,0.1053578703933793,66,0.9545454545454546,0.0,coras,0.2,target_occluded,1,0.8,0.0999999999999999,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
251,0.8685258964143426,0.1314741035856573,7.322709163346613,8.0,11.0,0.50199203187251,0.0637450199203187,0.9362549800796812,0.0,0.0039840637450199,0.2222408735943762,197,0.9187817258883249,0.0050761421319796,coras_aps,0.2,target_camera_shift,1,0.8,0.0685258964143425,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
154,0.9285714285714286,0.0714285714285714,6.545454545454546,9.0,11.0,0.6948051948051948,0.2337662337662337,0.7662337662337663,0.0,0.0,0.101344755012241,117,0.9487179487179488,0.0,coras_aps,0.2,target_lighting_shift,1,0.8,0.1285714285714285,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
80,0.9875,0.0124999999999999,6.4875,7.0,11.0,0.7375,0.2125,0.7875,0.0,0.0,0.1053578703933793,66,1.0,0.0,coras_aps,0.2,target_occluded,1,0.8,0.1875,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
251,0.8406374501992032,0.1593625498007967,5.776892430278885,6.0,10.0,0.50199203187251,0.0717131474103585,0.9282868525896414,0.0,0.0119521912350597,0.2222408735943762,197,0.9035532994923858,0.0101522842639593,mondrian_domain,0.2,target_camera_shift,1,0.8,0.0406374501992031,results/sim_complete/seed1_calib0.25/metrics_by_domain_alpha0.20.csv
