n,coverage,noncoverage_rate,mean_set_size,median_set_size,p90_set_size,top1_accuracy,singleton_rate,abstain_rate,empty_set_rate,fail_to_abstain_rate,ece_top1,unsafe_n,unsafe_coverage,unsafe_fail_to_abstain_rate,method,alpha,domain,seed,target_coverage,coverage_gap,result_file
264,0.5227272727272727,0.4772727272727273,1.0,1.0,1.0,0.5227272727272727,1.0,0.0,0.0,0.4772727272727273,0.1751775903031076,195,0.5282051282051282,0.4717948717948718,prompt_only_top1,0.05,target_camera_shift,2,0.95,-0.4272727272727272,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
175,0.7428571428571429,0.2571428571428571,1.0,1.0,1.0,0.7428571428571429,1.0,0.0,0.0,0.2571428571428571,0.075112638736835,131,0.7938931297709924,0.2061068702290076,prompt_only_top1,0.05,target_lighting_shift,2,0.95,-0.207142857142857,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
71,0.704225352112676,0.295774647887324,1.0,1.0,1.0,0.704225352112676,1.0,0.0,0.0,0.2957746478873239,0.1670863454896101,55,0.7454545454545455,0.2545454545454545,prompt_only_top1,0.05,target_occluded,2,0.95,-0.2457746478873239,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
264,0.9393939393939394,0.0606060606060605,8.837121212121213,10.0,13.0,0.5227272727272727,0.0378787878787878,0.9621212121212122,0.0,0.0037878787878787,0.1751775903031076,195,0.9692307692307692,0.0051282051282051,coras,0.05,target_camera_shift,2,0.95,-0.0106060606060605,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
175,0.9828571428571428,0.0171428571428571,7.422857142857143,7.0,14.0,0.7428571428571429,0.1771428571428571,0.8228571428571428,0.0,0.0,0.075112638736835,131,0.9847328244274808,0.0,coras,0.05,target_lighting_shift,2,0.95,0.0328571428571429,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
71,0.9859154929577464,0.0140845070422535,6.028169014084507,6.0,11.0,0.704225352112676,0.1408450704225352,0.8591549295774648,0.0,0.0,0.1670863454896101,55,1.0,0.0,coras,0.05,target_occluded,2,0.95,0.0359154929577465,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
264,0.9659090909090908,0.034090909090909,11.219696969696969,12.0,13.0,0.5227272727272727,0.0,1.0,0.0,0.0,0.1751775903031076,195,0.9846153846153848,0.0,coras_aps,0.05,target_camera_shift,2,0.95,0.0159090909090909,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
175,0.9828571428571428,0.0171428571428571,10.148571428571428,11.0,13.0,0.7428571428571429,0.0057142857142857,0.9942857142857144,0.0,0.0,0.075112638736835,131,0.9847328244274808,0.0,coras_aps,0.05,target_lighting_shift,2,0.95,0.0328571428571429,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
71,1.0,0.0,9.267605633802816,11.0,12.0,0.704225352112676,0.0422535211267605,0.9577464788732394,0.0,0.0,0.1670863454896101,55,1.0,0.0,coras_aps,0.05,target_occluded,2,0.95,0.05,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
264,0.9621212121212122,0.0378787878787878,11.462121212121213,12.0,15.0,0.5227272727272727,0.0075757575757575,0.9924242424242424,0.0,0.0,0.1751775903031076,195,0.9846153846153848,0.0,mondrian_domain,0.05,target_camera_shift,2,0.95,0.0121212121212122,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
175,0.9828571428571428,0.0171428571428571,4.428571428571429,3.0,10.0,0.7428571428571429,0.3371428571428571,0.6628571428571428,0.0,0.0,0.075112638736835,131,0.9847328244274808,0.0,mondrian_domain,0.05,target_lighting_shift,2,0.95,0.0328571428571429,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
71,0.9295774647887324,0.0704225352112676,4.647887323943662,5.0,9.0,0.704225352112676,0.2112676056338028,0.7887323943661971,0.0,0.0,0.1670863454896101,55,0.9818181818181818,0.0,mondrian_domain,0.05,target_occluded,2,0.95,-0.0204225352112675,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.05.csv
264,0.5075757575757576,0.4924242424242424,1.0,1.0,1.0,0.5075757575757576,1.0,0.0,0.0,0.4924242424242424,0.2596050249675247,195,0.5128205128205128,0.4871794871794871,top1_singleton,0.1,target_camera_shift,2,0.9,-0.3924242424242424,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
175,0.64,0.36,1.0,1.0,1.0,0.64,1.0,0.0,0.0,0.36,0.0959761728024637,131,0.6793893129770993,0.3206106870229007,top1_singleton,0.1,target_lighting_shift,2,0.9,-0.26,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
71,0.7323943661971831,0.2676056338028169,1.0,1.0,1.0,0.7323943661971831,1.0,0.0,0.0,0.2676056338028169,0.1941339217651529,55,0.7818181818181819,0.2181818181818181,top1_singleton,0.1,target_occluded,2,0.9,-0.1676056338028169,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
264,0.8863636363636364,0.1136363636363636,8.0,8.0,8.0,0.5075757575757576,0.0,1.0,0.0,0.0,0.2596050249675247,195,0.9230769230769232,0.0,topk_calibrated,0.1,target_camera_shift,2,0.9,-0.0136363636363636,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
175,0.92,0.0799999999999999,8.0,8.0,8.0,0.64,0.0,1.0,0.0,0.0,0.0959761728024637,131,0.9083969465648856,0.0,topk_calibrated,0.1,target_lighting_shift,2,0.9,0.02,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
71,0.9859154929577464,0.0140845070422535,8.0,8.0,8.0,0.7323943661971831,0.0,1.0,0.0,0.0,0.1941339217651529,55,1.0,0.0,topk_calibrated,0.1,target_occluded,2,0.9,0.0859154929577464,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
264,0.8484848484848485,0.1515151515151515,5.1856060606060606,5.0,10.0,0.5075757575757576,0.1477272727272727,0.8522727272727273,0.0,0.0303030303030303,0.2596050249675247,195,0.882051282051282,0.0256410256410256,vanilla_conformal,0.1,target_camera_shift,2,0.9,-0.0515151515151515,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
175,0.96,0.04,6.417142857142857,7.0,11.0,0.64,0.1828571428571428,0.8171428571428572,0.0,0.0,0.0959761728024637,131,0.9541984732824428,0.0,vanilla_conformal,0.1,target_lighting_shift,2,0.9,0.0599999999999999,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
71,0.9295774647887324,0.0704225352112676,3.661971830985915,3.0,8.0,0.7323943661971831,0.380281690140845,0.6197183098591549,0.0,0.056338028169014,0.1941339217651529,55,1.0,0.0,vanilla_conformal,0.1,target_occluded,2,0.9,0.0295774647887323,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
264,0.9090909090909092,0.0909090909090909,8.882575757575758,10.0,12.0,0.5075757575757576,0.0189393939393939,0.981060606060606,0.0,0.0,0.2596050249675247,195,0.9487179487179488,0.0,aps_conformal,0.1,target_camera_shift,2,0.9,0.009090909090909,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
175,0.9885714285714284,0.0114285714285714,9.377142857142855,11.0,13.0,0.64,0.0571428571428571,0.9428571428571428,0.0,0.0,0.0959761728024637,131,0.9847328244274808,0.0,aps_conformal,0.1,target_lighting_shift,2,0.9,0.0885714285714285,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
71,0.9577464788732394,0.0422535211267606,6.563380281690141,7.0,11.0,0.7323943661971831,0.1408450704225352,0.8591549295774648,0.0,0.0,0.1941339217651529,55,1.0,0.0,aps_conformal,0.1,target_occluded,2,0.9,0.0577464788732393,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
264,0.8484848484848485,0.1515151515151515,5.318181818181818,5.0,9.0,0.5075757575757576,0.0909090909090909,0.9090909090909092,0.0,0.0151515151515151,0.1251852606417728,195,0.882051282051282,0.0102564102564102,temperature_conformal,0.1,target_camera_shift,2,0.9,-0.0515151515151515,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
175,0.9542857142857144,0.0457142857142857,6.308571428571429,7.0,10.599999999999994,0.64,0.1485714285714285,0.8514285714285714,0.0,0.0,0.1649048886082127,131,0.9465648854961832,0.0,temperature_conformal,0.1,target_lighting_shift,2,0.9,0.0542857142857142,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
71,0.9295774647887324,0.0704225352112676,3.8028169014084505,4.0,7.0,0.7323943661971831,0.2957746478873239,0.704225352112676,0.0,0.0422535211267605,0.1747697226590916,55,1.0,0.0,temperature_conformal,0.1,target_occluded,2,0.9,0.0295774647887323,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
264,0.5227272727272727,0.4772727272727273,1.0,1.0,1.0,0.5227272727272727,1.0,0.0,0.0,0.4772727272727273,0.1751775903031076,195,0.5282051282051282,0.4717948717948718,prompt_only_top1,0.1,target_camera_shift,2,0.9,-0.3772727272727273,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
175,0.7428571428571429,0.2571428571428571,1.0,1.0,1.0,0.7428571428571429,1.0,0.0,0.0,0.2571428571428571,0.075112638736835,131,0.7938931297709924,0.2061068702290076,prompt_only_top1,0.1,target_lighting_shift,2,0.9,-0.1571428571428571,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
71,0.704225352112676,0.295774647887324,1.0,1.0,1.0,0.704225352112676,1.0,0.0,0.0,0.2957746478873239,0.1670863454896101,55,0.7454545454545455,0.2545454545454545,prompt_only_top1,0.1,target_occluded,2,0.9,-0.195774647887324,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
264,0.8598484848484849,0.1401515151515151,5.204545454545454,5.0,9.0,0.5227272727272727,0.1325757575757575,0.8674242424242424,0.0,0.0151515151515151,0.1751775903031076,195,0.9128205128205128,0.0205128205128205,coras,0.1,target_camera_shift,2,0.9,-0.0401515151515151,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
175,0.9828571428571428,0.0171428571428571,4.428571428571429,3.0,10.0,0.7428571428571429,0.3371428571428571,0.6628571428571428,0.0,0.0,0.075112638736835,131,0.9847328244274808,0.0,coras,0.1,target_lighting_shift,2,0.9,0.0828571428571428,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
71,0.9154929577464788,0.0845070422535211,3.112676056338028,2.0,6.0,0.704225352112676,0.3380281690140845,0.6619718309859155,0.0,0.0140845070422535,0.1670863454896101,55,0.9818181818181818,0.0,coras,0.1,target_occluded,2,0.9,0.0154929577464788,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
264,0.9507575757575758,0.0492424242424242,9.840909090909092,10.0,13.0,0.5227272727272727,0.0227272727272727,0.9772727272727272,0.0,0.0,0.1751775903031076,195,0.9794871794871794,0.0,coras_aps,0.1,target_camera_shift,2,0.9,0.0507575757575757,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
175,0.9828571428571428,0.0171428571428571,8.645714285714286,9.0,13.0,0.7428571428571429,0.0628571428571428,0.9371428571428572,0.0,0.0,0.075112638736835,131,0.9847328244274808,0.0,coras_aps,0.1,target_lighting_shift,2,0.9,0.0828571428571428,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
71,0.9859154929577464,0.0140845070422535,7.52112676056338,9.0,11.0,0.704225352112676,0.0845070422535211,0.9154929577464788,0.0,0.0,0.1670863454896101,55,1.0,0.0,coras_aps,0.1,target_occluded,2,0.9,0.0859154929577464,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
264,0.9090909090909092,0.0909090909090909,7.068181818181818,8.0,11.0,0.5227272727272727,0.0795454545454545,0.9204545454545454,0.0,0.0075757575757575,0.1751775903031076,195,0.953846153846154,0.0102564102564102,mondrian_domain,0.1,target_camera_shift,2,0.9,0.009090909090909,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
175,0.9314285714285714,0.0685714285714286,3.005714285714286,1.0,8.0,0.7428571428571429,0.52,0.48,0.0,0.0228571428571428,0.075112638736835,131,0.931297709923664,0.0076335877862595,mondrian_domain,0.1,target_lighting_shift,2,0.9,0.0314285714285713,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
71,0.8873239436619719,0.1126760563380281,2.1690140845070425,2.0,4.0,0.704225352112676,0.4929577464788732,0.5070422535211268,0.0,0.0704225352112676,0.1670863454896101,55,0.9636363636363636,0.0181818181818181,mondrian_domain,0.1,target_occluded,2,0.9,-0.0126760563380281,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.10.csv
264,0.5075757575757576,0.4924242424242424,1.0,1.0,1.0,0.5075757575757576,1.0,0.0,0.0,0.4924242424242424,0.2596050249675247,195,0.5128205128205128,0.4871794871794871,top1_singleton,0.2,target_camera_shift,2,0.8,-0.2924242424242425,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
175,0.64,0.36,1.0,1.0,1.0,0.64,1.0,0.0,0.0,0.36,0.0959761728024637,131,0.6793893129770993,0.3206106870229007,top1_singleton,0.2,target_lighting_shift,2,0.8,-0.16,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
71,0.7323943661971831,0.2676056338028169,1.0,1.0,1.0,0.7323943661971831,1.0,0.0,0.0,0.2676056338028169,0.1941339217651529,55,0.7818181818181819,0.2181818181818181,top1_singleton,0.2,target_occluded,2,0.8,-0.0676056338028169,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
264,0.8106060606060606,0.1893939393939394,4.0,4.0,4.0,0.5075757575757576,0.0,1.0,0.0,0.0,0.2596050249675247,195,0.8461538461538461,0.0,topk_calibrated,0.2,target_camera_shift,2,0.8,0.0106060606060605,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
175,0.8342857142857143,0.1657142857142857,4.0,4.0,4.0,0.64,0.0,1.0,0.0,0.0,0.0959761728024637,131,0.8320610687022901,0.0,topk_calibrated,0.2,target_lighting_shift,2,0.8,0.0342857142857142,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
71,0.9295774647887324,0.0704225352112676,4.0,4.0,4.0,0.7323943661971831,0.0,1.0,0.0,0.0,0.1941339217651529,55,0.9818181818181818,0.0,topk_calibrated,0.2,target_occluded,2,0.8,0.1295774647887323,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
264,0.7272727272727273,0.2727272727272727,2.2954545454545454,2.0,4.0,0.5075757575757576,0.3863636363636363,0.6136363636363636,0.0,0.106060606060606,0.2596050249675247,195,0.7589743589743589,0.1076923076923077,vanilla_conformal,0.2,target_camera_shift,2,0.8,-0.0727272727272727,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
175,0.8571428571428571,0.1428571428571429,3.222857142857143,3.0,6.0,0.64,0.3657142857142857,0.6342857142857142,0.0,0.0,0.0959761728024637,131,0.8625954198473282,0.0,vanilla_conformal,0.2,target_lighting_shift,2,0.8,0.057142857142857,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
71,0.8450704225352113,0.1549295774647887,1.8028169014084507,1.0,3.0,0.7323943661971831,0.5633802816901409,0.4366197183098591,0.0,0.0845070422535211,0.1941339217651529,55,0.9090909090909092,0.0181818181818181,vanilla_conformal,0.2,target_occluded,2,0.8,0.0450704225352112,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
264,0.875,0.125,6.511363636363637,7.0,11.0,0.5075757575757576,0.0946969696969697,0.9053030303030304,0.0,0.0037878787878787,0.2596050249675247,195,0.9025641025641026,0.0051282051282051,aps_conformal,0.2,target_camera_shift,2,0.8,0.0749999999999999,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
175,0.96,0.04,7.428571428571429,9.0,12.0,0.64,0.1714285714285714,0.8285714285714286,0.0,0.0,0.0959761728024637,131,0.9541984732824428,0.0,aps_conformal,0.2,target_lighting_shift,2,0.8,0.1599999999999999,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
71,0.943661971830986,0.0563380281690141,4.52112676056338,4.0,9.0,0.7323943661971831,0.3380281690140845,0.6619718309859155,0.0,0.0140845070422535,0.1941339217651529,55,1.0,0.0,aps_conformal,0.2,target_occluded,2,0.8,0.1436619718309858,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
264,0.7424242424242424,0.2575757575757575,2.265151515151515,2.0,4.0,0.5075757575757576,0.3257575757575757,0.6742424242424242,0.0,0.0909090909090909,0.1252684805017174,195,0.7794871794871795,0.0871794871794871,temperature_conformal,0.2,target_camera_shift,2,0.8,-0.0575757575757576,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
175,0.84,0.16,2.9085714285714284,3.0,5.0,0.64,0.3371428571428571,0.6628571428571428,0.0,0.0,0.164843888634761,131,0.8396946564885496,0.0,temperature_conformal,0.2,target_lighting_shift,2,0.8,0.0399999999999999,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
71,0.8591549295774648,0.1408450704225352,1.8591549295774648,1.0,3.0,0.7323943661971831,0.5633802816901409,0.4366197183098591,0.0,0.0845070422535211,0.1747829056345538,55,0.9272727272727272,0.0181818181818181,temperature_conformal,0.2,target_occluded,2,0.8,0.0591549295774647,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
264,0.5227272727272727,0.4772727272727273,1.0,1.0,1.0,0.5227272727272727,1.0,0.0,0.0,0.4772727272727273,0.1751775903031076,195,0.5282051282051282,0.4717948717948718,prompt_only_top1,0.2,target_camera_shift,2,0.8,-0.2772727272727273,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
175,0.7428571428571429,0.2571428571428571,1.0,1.0,1.0,0.7428571428571429,1.0,0.0,0.0,0.2571428571428571,0.075112638736835,131,0.7938931297709924,0.2061068702290076,prompt_only_top1,0.2,target_lighting_shift,2,0.8,-0.0571428571428571,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
71,0.704225352112676,0.295774647887324,1.0,1.0,1.0,0.704225352112676,1.0,0.0,0.0,0.2957746478873239,0.1670863454896101,55,0.7454545454545455,0.2545454545454545,prompt_only_top1,0.2,target_occluded,2,0.8,-0.095774647887324,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
264,0.7234848484848485,0.2765151515151515,2.272727272727273,2.0,4.0,0.5227272727272727,0.3863636363636363,0.6136363636363636,0.0,0.1136363636363636,0.1751775903031076,195,0.764102564102564,0.1333333333333333,coras,0.2,target_camera_shift,2,0.8,-0.0765151515151515,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
175,0.9028571428571428,0.0971428571428572,2.24,1.0,5.0,0.7428571428571429,0.5714285714285714,0.4285714285714285,0.0,0.0285714285714285,0.075112638736835,131,0.916030534351145,0.0076335877862595,coras,0.2,target_lighting_shift,2,0.8,0.1028571428571427,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
71,0.8732394366197183,0.1267605633802817,1.704225352112676,1.0,3.0,0.704225352112676,0.5915492957746479,0.4084507042253521,0.0,0.0985915492957746,0.1670863454896101,55,0.9454545454545454,0.0363636363636363,coras,0.2,target_occluded,2,0.8,0.0732394366197182,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
264,0.9242424242424242,0.0757575757575758,7.878787878787879,9.0,11.0,0.5227272727272727,0.0454545454545454,0.9545454545454546,0.0,0.0037878787878787,0.1751775903031076,195,0.958974358974359,0.0051282051282051,coras_aps,0.2,target_camera_shift,2,0.8,0.1242424242424241,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
175,0.9828571428571428,0.0171428571428571,6.634285714285714,7.0,12.0,0.7428571428571429,0.1942857142857142,0.8057142857142857,0.0,0.0,0.075112638736835,131,0.9847328244274808,0.0,coras_aps,0.2,target_lighting_shift,2,0.8,0.1828571428571428,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
71,0.9577464788732394,0.0422535211267606,5.408450704225352,6.0,9.0,0.704225352112676,0.2253521126760563,0.7746478873239436,0.0,0.0,0.1670863454896101,55,0.9818181818181818,0.0,coras_aps,0.2,target_occluded,2,0.8,0.1577464788732393,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
264,0.8106060606060606,0.1893939393939394,3.821969696969697,4.0,7.0,0.5227272727272727,0.2234848484848484,0.7765151515151515,0.0,0.0492424242424242,0.1751775903031076,195,0.8615384615384616,0.0564102564102564,mondrian_domain,0.2,target_camera_shift,2,0.8,0.0106060606060605,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
175,0.7885714285714286,0.2114285714285714,1.0971428571428572,1.0,2.0,0.7428571428571429,0.8685714285714285,0.1142857142857142,0.0171428571428571,0.1714285714285714,0.075112638736835,131,0.8396946564885496,0.1221374045801526,mondrian_domain,0.2,target_lighting_shift,2,0.8,-0.0114285714285714,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
71,0.8309859154929577,0.1690140845070422,1.5633802816901408,1.0,3.0,0.704225352112676,0.647887323943662,0.352112676056338,0.0,0.1126760563380281,0.1670863454896101,55,0.8909090909090909,0.0545454545454545,mondrian_domain,0.2,target_occluded,2,0.8,0.0309859154929577,results/sim_complete/seed2_calib0.25/metrics_by_domain_alpha0.20.csv
241,0.4771784232365145,0.5228215767634854,1.0,1.0,1.0,0.4771784232365145,1.0,0.0,0.0,0.5228215767634855,0.2962955170263367,181,0.4972375690607735,0.5027624309392266,top1_singleton,0.05,target_camera_shift,2,0.95,-0.4728215767634854,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
179,0.6536312849162011,0.3463687150837988,1.0,1.0,1.0,0.6536312849162011,1.0,0.0,0.0,0.3463687150837989,0.0714326009242795,135,0.6888888888888889,0.3111111111111111,top1_singleton,0.05,target_lighting_shift,2,0.95,-0.2963687150837988,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
82,0.6951219512195121,0.3048780487804878,1.0,1.0,1.0,0.6951219512195121,1.0,0.0,0.0,0.3048780487804878,0.1789401244938845,66,0.7272727272727273,0.2727272727272727,top1_singleton,0.05,target_occluded,2,0.95,-0.2548780487804878,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
241,0.933609958506224,0.0663900414937759,11.0,11.0,11.0,0.4771784232365145,0.0,1.0,0.0,0.0,0.2962955170263367,181,0.9834254143646408,0.0,topk_calibrated,0.05,target_camera_shift,2,0.95,-0.0163900414937758,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
179,0.9776536312849162,0.0223463687150837,11.0,11.0,11.0,0.6536312849162011,0.0,1.0,0.0,0.0,0.0714326009242795,135,0.9703703703703704,0.0,topk_calibrated,0.05,target_lighting_shift,2,0.95,0.0276536312849162,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
82,1.0,0.0,11.0,11.0,11.0,0.6951219512195121,0.0,1.0,0.0,0.0,0.1789401244938845,66,1.0,0.0,topk_calibrated,0.05,target_occluded,2,0.95,0.05,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
241,0.8755186721991701,0.1244813278008298,8.531120331950207,9.0,13.0,0.4771784232365145,0.0290456431535269,0.970954356846473,0.0,0.0,0.2962955170263367,181,0.9171270718232044,0.0,vanilla_conformal,0.05,target_camera_shift,2,0.95,-0.0744813278008298,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
179,0.9832402234636872,0.0167597765363128,9.687150837988828,11.0,15.0,0.6536312849162011,0.0893854748603352,0.9106145251396648,0.0,0.0,0.0714326009242795,135,0.9925925925925926,0.0,vanilla_conformal,0.05,target_lighting_shift,2,0.95,0.0332402234636871,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
82,0.975609756097561,0.024390243902439,5.975609756097561,5.0,11.900000000000006,0.6951219512195121,0.1829268292682926,0.8170731707317073,0.0,0.0,0.1789401244938845,66,1.0,0.0,vanilla_conformal,0.05,target_occluded,2,0.95,0.025609756097561,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
241,0.921161825726141,0.0788381742738589,10.319502074688796,11.0,13.0,0.4771784232365145,0.0082987551867219,0.991701244813278,0.0,0.0,0.2962955170263367,181,0.9668508287292816,0.0,aps_conformal,0.05,target_camera_shift,2,0.95,-0.0288381742738589,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
179,0.994413407821229,0.0055865921787709,10.659217877094973,12.0,14.0,0.6536312849162011,0.0167597765363128,0.9832402234636872,0.0,0.0,0.0714326009242795,135,0.9925925925925926,0.0,aps_conformal,0.05,target_lighting_shift,2,0.95,0.044413407821229,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
82,0.9878048780487804,0.0121951219512195,8.195121951219512,9.0,12.900000000000006,0.6951219512195121,0.048780487804878,0.951219512195122,0.0,0.0,0.1789401244938845,66,1.0,0.0,aps_conformal,0.05,target_occluded,2,0.95,0.0378048780487805,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
241,0.8672199170124482,0.1327800829875518,8.356846473029046,9.0,13.0,0.4771784232365145,0.0165975103734439,0.983402489626556,0.0,0.0,0.1546698987417195,181,0.9116022099447514,0.0,temperature_conformal,0.05,target_camera_shift,2,0.95,-0.0827800829875518,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
179,0.9832402234636872,0.0167597765363128,9.167597765363128,10.0,14.0,0.6536312849162011,0.0726256983240223,0.9273743016759776,0.0,0.0,0.1196217114689394,135,0.9925925925925926,0.0,temperature_conformal,0.05,target_lighting_shift,2,0.95,0.0332402234636871,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
82,0.9878048780487804,0.0121951219512195,5.878048780487805,6.0,11.0,0.6951219512195121,0.1097560975609756,0.8902439024390244,0.0,0.0,0.1253501302453252,66,1.0,0.0,temperature_conformal,0.05,target_occluded,2,0.95,0.0378048780487805,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
241,0.5145228215767634,0.4854771784232365,1.0,1.0,1.0,0.5145228215767634,1.0,0.0,0.0,0.4854771784232365,0.2042615483327257,181,0.5359116022099447,0.4640883977900552,prompt_only_top1,0.05,target_camera_shift,2,0.95,-0.4354771784232365,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
179,0.7597765363128491,0.2402234636871508,1.0,1.0,1.0,0.7597765363128491,1.0,0.0,0.0,0.2402234636871508,0.0564668244730776,135,0.8148148148148148,0.1851851851851851,prompt_only_top1,0.05,target_lighting_shift,2,0.95,-0.1902234636871508,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
82,0.6951219512195121,0.3048780487804878,1.0,1.0,1.0,0.6951219512195121,1.0,0.0,0.0,0.3048780487804878,0.1448306352810775,66,0.7272727272727273,0.2727272727272727,prompt_only_top1,0.05,target_occluded,2,0.95,-0.2548780487804878,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
241,0.8838174273858921,0.1161825726141079,7.261410788381743,8.0,12.0,0.5145228215767634,0.0580912863070539,0.941908713692946,0.0,0.0082987551867219,0.2042615483327257,181,0.9392265193370166,0.011049723756906,coras,0.05,target_camera_shift,2,0.95,-0.0661825726141078,results/sim_complete/seed2_calib0.40/metrics_by_domain_alpha0.05.csv
