alpha,method,n_steps,n_episodes,step_coverage,episode_mean_coverage,episode_median_coverage,episode_all_steps_covered_rate,mean_set_size,episode_block_boot_mean,episode_block_boot_lo95,episode_block_boot_hi95,file,run_dir
0.1,aps_conformal,3846,9,0.9087363494539782,0.9084582518474412,0.8901098901098901,0.0,47.00390015600624,0.9088289868297984,0.8601628957467221,0.9510308949931428,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,coras,3846,9,0.9326573062922516,0.9326996893691502,0.934065934065934,0.0,47.935517420696826,0.9312866259955576,0.8939947657246944,0.9670881685685204,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,coras_aps,3846,9,0.9334373374934998,0.9341148257519838,0.945054945054945,0.0,48.35621424856994,0.9321038931841938,0.8943420932859407,0.9670860076205166,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,mondrian_domain,3846,9,0.8705148205928237,0.8991423353783412,0.9312169312169312,0.0,44.399895995839834,0.8716982907657324,0.759242022486184,0.9663826276366208,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,prompt_only_top1,3846,9,0.0413416536661466,0.0387079124399771,0.0344827586206896,0.0,1.0,0.040523515137341,0.0242782579376126,0.0569637197177729,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,temperature_conformal,3846,9,0.9115964638585544,0.9086983829782244,0.9014084507042254,0.0,47.02938117524701,0.9109460805995148,0.8609457709201487,0.9536518036435376,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,top1_singleton,3846,9,0.0642225689027561,0.0643593497186551,0.0561224489795918,0.0,1.0,0.0657104649659472,0.040534091799886,0.0971158667621776,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,topk_calibrated,3846,9,0.9173166926677068,0.9124816485625472,0.9010989010989012,0.0,48.0,0.9165669115753416,0.8775882384139871,0.9510504375672916,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,vanilla_conformal,3846,9,0.9136765470618824,0.9086298887143828,0.903061224489796,0.0,47.71242849713988,0.9128028507665996,0.8634642444823881,0.9551439557031332,prediction_sets_compact_alpha0.10.csv,seed0_calib0.10
0.1,aps_conformal,4431,9,0.8469871360866622,0.8154323018913302,0.8476190476190476,0.0,44.472128187768,0.8419033852543307,0.738315060999683,0.9139804709103652,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
0.1,coras,4431,9,0.9056646355224556,0.881267436609146,0.8919642857142858,0.0,47.90498758745204,0.9017437303855886,0.8322974320096337,0.9502527087784748,prediction_sets_compact_alpha0.10.csv,seed0_calib0.25
