n,coverage,noncoverage_rate,mean_set_size,median_set_size,p90_set_size,top1_accuracy,singleton_rate,abstain_rate,empty_set_rate,fail_to_abstain_rate,ece_top1,unsafe_n,unsafe_coverage,unsafe_fail_to_abstain_rate,target_coverage,coverage_gap,abs_coverage_gap,method,alpha,tau_or_k,temperature,device,seed,calib_frac,n_calib
70,0.08571428571428572,0.9142857142857143,1.0,1.0,1.0,0.08571428571428572,1.0,0.0,0.0,0.9142857142857143,0.1815171183235985,52,0.11538461538461539,0.8846153846153846,0.9,-0.8142857142857143,0.8142857142857143,top1_singleton,0.1,1,,mps,0,0.3,67
70,0.9571428571428572,0.042857142857142816,14.0,14.0,14.0,0.08571428571428572,0.0,1.0,0.0,0.0,0.1815171183235985,52,0.9423076923076923,0.0,0.9,0.05714285714285716,0.05714285714285716,topk_calibrated,0.1,14,,mps,0,0.3,67
70,0.9428571428571428,0.05714285714285716,13.971428571428572,14.0,14.0,0.08571428571428572,0.0,1.0,0.0,0.0,0.1815171183235985,52,0.9230769230769231,0.0,0.9,0.042857142857142816,0.042857142857142816,vanilla_conformal,0.1,0.9900904342238194,,mps,0,0.3,67
70,0.9428571428571428,0.05714285714285716,13.742857142857142,14.0,14.0,0.08571428571428572,0.0,1.0,0.0,0.0,0.1815171183235985,52,0.9423076923076923,0.0,0.9,0.042857142857142816,0.042857142857142816,aps_conformal,0.1,0.9874752443573321,,mps,0,0.3,67
70,0.9428571428571428,0.05714285714285716,13.957142857142857,14.0,14.0,0.08571428571428572,0.0,1.0,0.0,0.0,0.013628438623911693,52,0.9230769230769231,0.0,0.9,0.042857142857142816,0.042857142857142816,temperature_conformal,0.1,0.942936777603505,13.857666015625,mps,0,0.3,67
70,0.07142857142857142,0.9285714285714286,1.0,1.0,1.0,0.07142857142857142,1.0,0.0,0.0,0.9285714285714286,0.2017068386056872,52,0.09615384615384616,0.9038461538461539,0.9,-0.8285714285714286,0.8285714285714286,prompt_only_top1,0.1,1,,mps,0,0.3,67
70,0.9428571428571428,0.05714285714285716,13.285714285714286,13.0,14.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.2017068386056872,52,0.9423076923076923,0.0,0.9,0.042857142857142816,0.042857142857142816,coras,0.1,0.989897884110434,,mps,0,0.3,67
70,0.9428571428571428,0.05714285714285716,13.985714285714286,14.0,14.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.2017068386056872,52,0.9423076923076923,0.0,0.9,0.042857142857142816,0.042857142857142816,coras_aps,0.1,0.9882777361423833,,mps,0,0.3,67
70,0.9428571428571428,0.05714285714285716,13.342857142857143,13.0,14.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.2017068386056872,52,0.9423076923076923,0.0,0.9,0.042857142857142816,0.042857142857142816,mondrian_domain,0.1,"{'__global__': 0.989897884110434, np.str_('target_camera_shift'): 0.9898127701519788, np.str_('target_lighting_shift'): 0.9900184833994684, np.str_('target_occluded'): 0.9899004109305569}",,mps,0,0.3,67
