method,domain,n_runs,coverage_mean,coverage_std,mean_set_size_mean,mean_set_size_std,top1_accuracy_mean,top1_accuracy_std,fail_to_abstain_rate_mean,fail_to_abstain_rate_std
prompt_only_top1,pusht_shift_occlusion,9,0.11260958495498875,0.024373116054842554,1.0,0.0,0.11260958495498875,0.024373116054842554,0.8873904150450111,0.024373116054842554
temperature_conformal,pusht_shift_blur_noise,9,0.9014554367794569,0.0282145690790796,45.19563610679728,1.5430885262186365,0.06858822465634061,0.011748184870441582,0.0,0.0
temperature_conformal,pusht_shift_camera_crop,9,0.9694707751617094,0.011072079473831322,41.17093244381508,1.835230901247179,0.12584006827713956,0.012450114354292973,0.0,0.0
temperature_conformal,pusht_shift_lighting,9,0.8609025130231864,0.029297086680825677,41.60841132049238,2.436566108383219,0.0826206245296473,0.011650711645365443,0.0,0.0
temperature_conformal,pusht_shift_occlusion,9,0.9179028266502605,0.027131743335546073,41.03283046940739,2.376120010520589,0.0829883255525829,0.017811072208647534,0.0,0.0
top1_singleton,pusht_shift_blur_noise,9,0.06858822465634061,0.011748184870441582,1.0,0.0,0.06858822465634061,0.011748184870441582,0.9314117753436594,0.0117481848704416
top1_singleton,pusht_shift_camera_crop,9,0.12584006827713956,0.012450114354292973,1.0,0.0,0.12584006827713956,0.012450114354292973,0.8741599317228604,0.01245011435429298
top1_singleton,pusht_shift_lighting,9,0.0826206245296473,0.011650711645365443,1.0,0.0,0.0826206245296473,0.011650711645365443,0.9173793754703526,0.011650711645365448
top1_singleton,pusht_shift_occlusion,9,0.0829883255525829,0.017811072208647534,1.0,0.0,0.0829883255525829,0.017811072208647534,0.917011674447417,0.017811072208647534
topk_calibrated,pusht_shift_blur_noise,9,0.8819931302684061,0.02482820641896468,44.77777777777778,2.223610677354389,0.06858822465634061,0.011748184870441582,0.0,0.0
topk_calibrated,pusht_shift_camera_crop,9,0.964435903550436,0.0121824140326094,44.77777777777778,2.223610677354389,0.12584006827713956,0.012450114354292973,0.0,0.0
topk_calibrated,pusht_shift_lighting,9,0.8848124625157828,0.026090647654657174,44.77777777777778,2.223610677354389,0.0826206245296473,0.011650711645365443,0.0,0.0
topk_calibrated,pusht_shift_occlusion,9,0.9281208700529926,0.021033783561366422,44.77777777777778,2.223610677354389,0.0829883255525829,0.017811072208647534,0.0,0.0
vanilla_conformal,pusht_shift_blur_noise,9,0.9119906543045614,0.030148342566151336,46.1017645833158,1.4419203812274817,0.06858822465634061,0.011748184870441582,0.0,0.0
vanilla_conformal,pusht_shift_camera_crop,9,0.9685251751775485,0.012389476964831315,40.544740227860224,1.7671037745309843,0.12584006827713956,0.012450114354292973,0.0,0.0
vanilla_conformal,pusht_shift_lighting,9,0.8479352389593844,0.03212781788851437,40.45861109611581,2.7177901356408873,0.0826206245296473,0.011650711645365443,0.0,0.0
vanilla_conformal,pusht_shift_occlusion,9,0.9159800194440673,0.027742991178825577,40.444351023652395,2.38904785580068,0.0829883255525829,0.017811072208647534,0.0,0.0
