n,coverage,noncoverage_rate,mean_set_size,median_set_size,p90_set_size,top1_accuracy,singleton_rate,abstain_rate,empty_set_rate,fail_to_abstain_rate,ece_top1,unsafe_n,unsafe_coverage,unsafe_fail_to_abstain_rate,target_coverage,coverage_gap,abs_coverage_gap,method,alpha,tau_or_k,temperature,device,seed,calib_frac,n_calib,result_file
22,0.1363636363636363,0.8636363636363636,1.0,1.0,1.0,0.1363636363636363,1.0,0.0,0.0,0.8636363636363636,0.0581676976176435,0,,,0.9,-0.7636363636363637,0.7636363636363637,top1_singleton,0.1,1,,mps,0,0.25,22,results/autoeval_online_k32/seed0_calib0.25/metrics_summary_alpha0.10.csv
22,1.0,0.0,26.0,26.0,26.0,0.1363636363636363,0.0,1.0,0.0,0.0,0.0581676976176435,0,,,0.9,0.0999999999999999,0.0999999999999999,topk_calibrated,0.1,26,,mps,0,0.25,22,results/autoeval_online_k32/seed0_calib0.25/metrics_summary_alpha0.10.csv
22,1.0,0.0,27.727272727272727,28.0,29.0,0.1363636363636363,0.0,1.0,0.0,0.0,0.0581676976176435,0,,,0.9,0.0999999999999999,0.0999999999999999,vanilla_conformal,0.1,0.9873239138514736,,mps,0,0.25,22,results/autoeval_online_k32/seed0_calib0.25/metrics_summary_alpha0.10.csv
22,1.0,0.0,25.727272727272727,26.0,26.0,0.1363636363636363,0.0,1.0,0.0,0.0,0.0581676976176435,0,,,0.9,0.0999999999999999,0.0999999999999999,aps_conformal,0.1,0.9395286550911575,,mps,0,0.25,22,results/autoeval_online_k32/seed0_calib0.25/metrics_summary_alpha0.10.csv
22,1.0,0.0,27.681818181818183,28.0,29.0,0.1363636363636363,0.0,1.0,0.0,0.0,0.0435229440761328,0,,,0.9,0.0999999999999999,0.0999999999999999,temperature_conformal,0.1,0.986712166995846,1.0434499979019165,mps,0,0.25,22,results/autoeval_online_k32/seed0_calib0.25/metrics_summary_alpha0.10.csv
22,0.0454545454545454,0.9545454545454546,1.0,1.0,1.0,0.0454545454545454,1.0,0.0,0.0,0.9545454545454546,0.2108221508081085,0,,,0.9,-0.8545454545454546,0.8545454545454546,prompt_only_top1,0.1,1,,mps,0,0.25,22,results/autoeval_online_k32/seed0_calib0.25/metrics_summary_alpha0.10.csv
22,0.8636363636363636,0.1363636363636363,13.363636363636363,12.0,17.0,0.0454545454545454,0.0,1.0,0.0,0.0,0.2108221508081085,0,,,0.9,-0.0363636363636363,0.0363636363636363,coras,0.1,0.9816880702972225,,mps,0,0.25,22,results/autoeval_online_k32/seed0_calib0.25/metrics_summary_alpha0.10.csv
22,0.9090909090909092,0.0909090909090909,13.227272727272728,12.0,16.900000000000002,0.0454545454545454,0.0,1.0,0.0,0.0,0.2108221508081085,0,,,0.9,0.009090909090909,0.009090909090909,coras_aps,0.1,0.8285774670688063,,mps,0,0.25,22,results/autoeval_online_k32/seed0_calib0.25/metrics_summary_alpha0.10.csv
22,0.8636363636363636,0.1363636363636363,13.363636363636363,12.0,17.0,0.0454545454545454,0.0,1.0,0.0,0.0,0.2108221508081085,0,,,0.9,-0.0363636363636363,0.0363636363636363,mondrian_domain,0.1,"{'__global__': 0.9816880702972225, np.str_('autoeval_online_target_late'): 0.9816880702972225}",,mps,0,0.25,22,results/autoeval_online_k32/seed0_calib0.25/metrics_summary_alpha0.10.csv
